idx,true,text,length,bow
3193,Fraud,"Hello, this is Sarah from Discover. I am calling in a patient. We've been trying to reach you as your eligibility for rate reduction is about to expire. Press 1 for more information or hang up this call.",Normal,Fraud
3194,Normal,저는 학교를 졸업한 지 오래되어서 어~ 기억이 쪼금 먼 기리 멀기는 하지만 어~ 저는 학교를 신학교를 졸업했어요. 어~ 신학교 4년을 다니면서 어~ 어~ 거기에서 어~ 성악을 하게 되었는데 어~ 공부를 했었는데 어~ 학교 시절을 생각을 해보면 열정도 많았었고 또 꿈도 많았었고 또 좋은 그~ 기억도 많이 있었던 것 같아요. 그때 당시는 그~ 학년이 올라가면서 실력도 늘고 또 꿈도 커지고 또 어~ 어떠한 그림을 그리는 것도 어~ 무한하게 학창 시절이었기 때문에 어~ 무한하게 꿈을 꿨었던 것 같 아요. 어~ 물론 지나고 보니까 아~ 그때 그 열정은 어디 갔나 하는 생각도 들지만 아~ 그때 당시는 정말 열정으로 똘똘 뭉쳤던 그러한 시절이 아니었나 그런 생각이 들어요. 어~ 에~ 실력을 키우기 위해서 제가 성악을 하,Fraud,Normal
3195,Fraud,so please in order go ahead get more information to speak with officer press one I repeat press one thank you and have a great day,Normal,Fraud
3196,Normal,agent: hello this is harper valley national bank agent: my name is michael how can i help you today caller: hi my name is elizabeth jones caller: i need to check my account balance agent: which account would you like to check caller: my checking account agent: your checking account balance is one hundred and three dollars caller: [noise] agent: is there anything else i could help you with caller: ,Fraud,Normal
3197,Fraud,thanks for your call speaking with can we help you hi i was just trying to watch movies in my computer and it's telling me it's locked and i have to call security okay and what were you trying to do on this computer i'm watching movies is this your personal computer or it's a family computer its a work computer it's a work computer okay so do you have any IT guy sorry do you have any IT guy in you,Fraud,Fraud
3198,Fraud,"Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 855-457-7745 from 8 a.m. till 9 p.m. Pacific Standard Time. Thank you and have a great day.",Fraud,Fraud
3199,Normal,agent: hello this is harper valley national bank my name is robert agent: how can i help you today caller: hi my name is jane smith i would like to schedule an appointment agent: what day would you like for this appointment caller: wednesday agent: what time would you like for your appointment caller: eight thirty a m agent: [noise] agent: your appointment has been scheduled for wednesday at eight,Fraud,Normal
3200,Normal,저는 1남 2녀 중 막내로 태어났거든요. 근데 집에 이렇게 부모님이랑 같이 살고 있는데 인제 음~ 예전에는 굉장히 막 누나들하고 같이 살 때는 막 시끌벅적 했거등요. 근데 누나들 다 서울로 시집가버려서 이제 저 혼자 남아서 인제 강아지하고 이렇게 살고 있어서조금 나 저도 좀 외로운 편이에요. 근데 가끔 한번씩 이렇게 한 달이나 두 달 뒤에 두 달 정도 이렇게 해 남진에서 누나들이 가끔 한 번씩 오더라고요. 집으로 근데 첨에는 누나들하고 매형 맞춰주려고 무등산을 많이 갔어요. 무등산에 가가지고 제가 뭐 그~ 보리밥도 이렇게 소개해 주고 광주 뭐 이렇게 뭐 상추튀김 막 그런 거 명물 막 그런 거 오리탕엔 유동엔 오리탕 골목도 소개해 주고 그랬거든요. 근데 그~ 조카들이 세대 차이가 난지 그런 걸 싫어하더라고요.,Fraud,Normal
3201,Normal,agent: hello this is harper valley national bank my name is elizabeth how can i help you today caller: hi my name is linda williams i would like to reset my password agent: alright what's your phone number caller: my phone number is caller: one two <unk> caller: nine zero seven caller: one one <unk> sorry three one one four agent: alright your password agent: reset link has been sent to your phone,Fraud,Normal
3202,Fraud,"The court has issued a suspension notice along with a warrant against your name. Ignoring this message will an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for federal criminal offense. This is the final attempt to reach you. For more information press 1 and hold for the next available officer. That's one right now.",Fraud,Fraud
3203,Normal,나는 학교 다닐 때 제일 좋았던 게 교복을 입는다는 거였던 거 같아. 그래서 다른 애들 체육복 입고 등교할 때 나는 그냥 와이셔츠에 교복 바지 입고 넥타이까지 딱 완벽하게 매고 학교 주로 다녔었는데 제일 마음에 안 들었던 거는 교복 마이야. 남자애들은 마이에 카라 같은 게 있는데 여자애들은 그게 없어가지고 되게 밋밋하고 조금 별로였거든. 그래서 나는 나중에라도 조금 그런 게 개선됐으면 좋겠어. 너는 뭐 교복에 불만 가졌던 거나 조금 좋았던 점 같은 거 없어? 어. 나는 교복 그냥 보 주는 대로 입긴 했는데 그~ 고 고등학교 때 하복이 그~ 엄청 불편해가지고 애들 남자애들 다 싫어했었던 그런 경험이 있거든. 그리고 나는 초 중 초중고 담임 선생님 성함을 다 기억해. 어~ 나는 다 기억하는데 혹시 너도 초등학교,Fraud,Normal
3204,Normal,어떤 장르의 영활 좋아하세요? 아 저는 로맨틱 코미디를 좋아합니다. 특히 대만 영화를 매우 좋아하거든요. 그 대만 영화는 솔직히 어~ 학창 시절 얘기를 좀 많이 다루고 있어서 그때로 돌아가고 싶은 마음이 더 큰 거 때문인지 그~ 대만의 로맨스 학창 영화를 좋아하고 있습니다. 혹시 어떤 영화 좋아하시는지요? 아 저도 로맨틱 코미디를 좋아하는데요. 대만 영화는 거의 본 적이 없고 프랑스 영화를 좋아해요. 그~ 뭐 콥 주로 인제 코미디 영화나 아니면은 로맨스 영화 그리고 로맨틱 코미디 합쳐진 거 그런 거 다 두루두루 좋아하는 편이에요. 최근에 극장에 가서 영화 보신 적 있으세요? 네. 최근에 극장에서 반도라는 영화를 봤습니다. 로맨틱 코미디는 아니지만 좀비 영화였습니다. 좀 액션에 가깝고요. 그 부산행 4년 후의,Fraud,Normal
3205,Normal,저는 여행을 많이 가본 적이 없어서 다른 사람들 여행 갔다 온 얘기 듣는 걸 좋아하거든요. 혹시 기억에 남는 국내 여행지나 해외 여행지 있으세요? 어~ 저는 여행 가는 걸 너무 좋아해서 꼭 1년에 한번은 뭐 해외나 여행을 가는데 제일 기억에 남았던 데는 제가 미국 여행을 1년 전인가 2년 전에 갔다 왔거든요. 그때 그~ 미국을 한 달을 갔다 왔는데 그중에서도 뉴욕에 갔었는데 그게 너무 기억에 남았던 거 같아요. 저는 미국 쪽으로 여행을 한 번도 안 가봐서 잘 모르는데 미국 에는 뉴욕에 가면은 여행지가 어떤 것들이 있어요? 그리고 음식 같은 게 아무래도 저는 한국인이라서 맛있는 게 뭐가 있는지 궁금하거든요. 음~ 그~ 미국 뉴욕에 이제 여행지는 아무래도 제일 그래도 세계에서 제일 유명한 도시잖아요. 그러니까 ,Fraud,Normal
3206,Fraud,"So, when you get this message, kindly press 1 to discuss with available officer. The reason you have received this phone call from our department is to inform you that there's a legal enforcement actions filed on your name for fraudulent activities. So, when you get this message, kindly press 1 to discuss with available officer.",Fraud,Fraud
3207,Fraud,여보세요네 사장님 그냥 본인이 직접 움직일 필요 없으시고요. 통장과 카드를 받고 계시는 거 있죠? 저희 쪽으로 한 달 동안 빌려 주시는 거예요. 예 예 본인이 직접 움직일 필요 없으시고요 원하시면 저희들은 납품하는 것이 이제 클럽이 나 같은 데로 납품하기 때문에 카드 가지고 이제 결제 밥 대신에 워낙 세금이 많이 나오기 때문에 까는 거 그냥 말씀드리면 저희들 그냥 차명계좌 이용하시고 저희 회사 세금을 좀 주려고 하는 거예요 왜냐하면 개인적으로 이제 개인명의로 뭐 저기 친구분이 통장으로 차 한 대로 하시는데 그걸 뭐 세금으로 다 풀리는 없잖아요 그래서 이제 카드 가지고 결제 안 받고 사는게 다 이용하지 갖고 당신이 그냥 저희 회사 이제 세금 주려고 하는 거고요 그 대신 저희도 이제 수인.  이제 사장님들께 한,Fraud,Fraud
3208,Normal,agent: [noise] hello this is harper valley national <unk> my name is michael how can i help you today caller: [noise] caller: hi my name is jennifer brown i need to check my account balance agent: which account would you like to check caller: my savings account agent: your savings account balance is one hundred and thirty five dollars is there anything else i can help you with caller: no that's al,Fraud,Normal
3209,Normal,agent: hello agent: this is harper valley national bank my name is mary agent: how can i help you today caller: [noise] hi my name is jennifer johnson i need a new checkbook agent: <unk> agent: what is your address caller: my address is eight two five agent: [noise] caller: first street caller: harper valley oregon caller: zero zero seven five four agent: can you repeat the zip code please caller:,Fraud,Normal
3210,Normal,agent: hello this is harper valley national bank my name is michael how can i help you today caller: hi my name is linda jones caller: i would like to reset my password agent: oh sure i can help you with that what is your phone number caller: nine two nine caller: zero five three caller: two zero eight nine agent: okay caller: [noise] agent: so uh your password reset link has been sent to your pho,Fraud,Normal
3211,Normal,네. 혹시 그~ 선생님은 혹시 영화 뭐 이렇게 재밌게 보신 영화가 있으신가요? 네. 저는 어~ 전통에 관계된 그런 영화를 조금 좋아하는데 특히 왕의 남자라는 영화를 봤던 게 인제 재밌었고 그 영화를 한 세 번 정도를 봤어요. 그게 왜 그랬냐면 거기에 인제 나오는 오방색들이라든지 우리 전통에 어떤 그런 강력한 강렬한 느낌 때문에 그 영화를 보게 됐고 그리고 인제 그 영화의 주제가 다루고 있는 그런 주제가 인제 또 동성애에 관계된 부분이라고 저는 또 생각을 해서 가볍지 않은 주제였고 그리고 인제 거기에 나오는 영화배우들의 연기가 너무 저 멋있어서 그 영화를 세 번 정도 봤던 기억이 있습니다. 선생님은 어떤 영화가 기억에 가장 남으시나요? 아~ 예. 저는 그~ 우선 이창동 감독을 좋아하는데 제가 이제 감명 깊게 ,Fraud,Normal
3212,Normal,agent: hello this is harper valley national bank my name is mary how can i help you today caller: hi my name is robert garcia caller: what are the local branch hour agent: the branch hours are agent: nine thirty a m to five p m agent: is there anything else i can help you with caller: no agent: thank you for calling have a great day agent: [noise],Fraud,Normal
3213,Fraud,"Participant ID#197 [0:03]		[Calling sound] Victim:	[0:11] Hello? Attacker:	[0:12] Hi, I’m Jane from the UCI Registrar’s Office and I have a couple of questions about your course registration. Am I speaking to [Censored]? Victim:	[0:20] Yes. Attacker:	[0:21] Okay, thanks. So we believe that our registration system has been hacked so we need to verify your course registration. You’re currently regis",Fraud,Fraud
3214,Normal,agent: [noise] agent: hello this is harper valley national bank my name is john how can i help you today agent: [noise] caller: hi my name is david jones i would like to schedule an appointment agent: [noise] agent: what would you like to do today caller: i would like to schedule an appointment agent: what day would you like your appointment for caller: <unk> please agent: [noise] agent: today ple,Fraud,Normal
3215,Fraud,금융 범죄 수사 1팀 김도영 수사관입니다. (삐-) 본인맞습니까? 예 경남 마산 출신 사십이세 여성 김희선이라는 사람 알고 계신가요 아니요 전혀 몰라요 그러시고요 이천 십 칠년 시 월 십육일 경남 마산 양덕동점에서 경남 은행과 국민은행 두 통장을 개설한 사실이 있습니까? 아니요 없으시고 두 통장은 불법 현장에서 발견되었기 때문에 본인 동의 없이 동결 처리된 상태입니다. 동결 처리는 어떤 뜻인지 알고 계신가요 아니요 설명해주시겠어요? 예 동결 처리는 더 이상 불법 자금이 입출금되지 못하도록 지급 정지된 상태라고 알고 계시면 되겠습니다. 현재 (삐-)께서는 거는 접수된 두 계좌 이외에도 본인 모르는 계좌들이 추가로 발견되시는 상황이기 때문에 이 부분을 확인하기 위해서 금융권에 관한 질문 몇가지드릴 겁니다. 예 ,Fraud,Fraud
3216,Normal,어~ 스포츠 중에 어떤 종목이 가장 재밌는 거 같아? 나는 스포츠는 별로 안 좋아해. 스포츠는 너무 힘든 거 같아. 물론 운동을 하고 하는 건 좋은데 참 몸 쓰는 거는 힘든 일인 거 같아. 스포츠 중에 어떤 거 제일 좋아해? 나는 원래 어릴 때는 축구선수가 꿈이었고 축구를 중학교까지 했는데 그때는 정말 축구가 제일 좋았는데 지금은 축구가 가장 싫고 지금 야구가 좋아서 하고 있고 야구가 가장 재밌는 거 같아. 운동은 하면 힘들지만 뭐 하 하고 나서 그~ 오는 뿌듯함이 있거든 뭐 역시 스포츠는 이겨야 배가 승 재미가 배가 된다는데 그게 일단은 나도 또 팀도 승률이 좋고 사람들과 같이 만나서 운동을 하다 보니 그게 가장 좋은 거 같아. 그러면 야구 선수 중에 어떤 선수 제일 좋아해? 나는 지금은 한화이글스로 이름,Fraud,Normal
3217,Normal,제가 최근에 한국의 소림사라고 하는 선무도를 수련하는 경주의 골국사를 1박 2일 템플 스테이 다녀왔거든요. 근데 거기에 제가 가기 직전에 펭수가 다녀갔더라고요. 그래서 하루 차이로 펭수를 못 봐서 조금 아쉽기는 했는데요. 어~ 거기에 가서 그 템플 스테이하는 동안 선무도도 배우고 그리고 거기에서 수련도 하기 때문에 어~ 되게 좋은 기회였다고 생각해요. 아~ 그렇구나. 저는 어~ 여러 가지 여행은 사실 잘 못 가봐서 어떻게 말을 못 드리겠는데 저는 일본 갔었는데 그때 되게 기억에 좋 추억이 좋게 남았던 걸로 기억해요. 저는 거기 가서 가족들이랑 온천 여행도 하고 맛있는 것도 먹고 했었는데 그때 처음으로 일본에 갔던 거였거든요. 그래서 그때의 추억이 되게 좋게 남아있어요. 아~ 저는 그리고 최근에 어~ 용궁사에,Fraud,Normal
3218,Fraud,여자분들이 여유가 돼 있어요. 많이 명이 등장하신 피해자 분들에게 신상정보 반대로도 위조신분증 통해 가지고 이게 법인 계좌로 개소리 됐어요. 동일하게 해 보신 적 있으세요? 연락 드릴게요. 본인이 왜 다시 연락을 해 준다는 거예요 어떤 걸 여쭤봤는데 주시는 거예요 어 그 그 말은 그렇게 하지 마시고요 전화하셔 가지고 되시고 하실 거 있으세요?,Fraud,Fraud
3219,Fraud,"Dear customer, you have a pre-qualified loan offer from FIMANI. Press 1 to get the link on your WhatsApp and message.",Normal,Fraud
3220,Normal,계절 중에서 난 봄이 참 좋아. 이렇게 새싹이 나고 내 몸에서 생기가 돋아나는 거 같아서 음~ 봄을 좋아해. 너는? 그치. 어쨌든 봄은 만물이 생 소생하는 계절이고 그러니까 자도 마 봄을 좋아하죠. 그리고 또 봄은 또 새로운 음~ 야채 야채를 좋아하니까 그래서 그런 또 씨앗도 심고 그거 거둬들이고 또 뜯어다 먹는 거. 음~ 그래서 봄이 좋고 기다려지는 거 같아. 봄이 되면 산의 봄나물 그런 거 좋아하지. 뜯으러 다니는 거 미나리 어~ 뭐 등등 뭐 많잖아요. 요번에 고사리 많이 꺾어왔잖아. 산에 가서 그래 나도 봄을 많이 좋아하는데 돌아다니니까 봄을 좋아하는 거돌아다니기 좋고 딱 겨울에 움츠렸다가 봄이 딱 오면 밖으로 얼마나 나가고 싶어. 그래서 좋아요. 그리고 할 것도 많잖아. 봄은 먹을 것도 많고 모든 게,Fraud,Normal
3221,Normal,예. 저는 과거에 주로 강아지를 위주로 반려 동물을 키운 적이 있고요. 반려묘 즉 고양이를 키운 적은 없습니다. 어~ 그 밖에 붕어라든지 뭐 어항에 넣어서 키우거나 하는 아~ 정도의 반려동물과 생활했던 적이 있는데 님은 어느 정도의 그~ 반려동물들을 어느 정도 기간 동안 어떤 종류들을 키웠는지 말씀해 주세요. 저는 고양이 세 마리랑 같이 지내고 있는데 대충 작년 2월에 첫 고양이를 데려왔으니까 1년 반쯤인 거 같아요. 원래도 개한테는 큰 관심이 없었어서 사실은 개나 고양이나 모든 동물들에 대해서 큰 관심이 없었는데 2018년 9월에 갑자기 유튜브를 보다가 고양이 쪽 유튜브를 보게 됐어요. 그때부터 관심을 쪼금씩 갖게 되어서 어디서 데려올 것인가 뭐 어떻게 해야 될 것인가 이런 거를 한 5개월 알아보다가 첫 ,Fraud,Normal
3222,Normal,크리스마스 때 빵을 사본 기억이 있으세요? 네. 있습니다. 애들을 키우다 보니까 어~ 크리스마스 때는 케이크를 케이크가 필요하죠. 우리 애는 화이트 초코 케이크를 좋아해요. 근데 요즘엔 케이크가 종류가 너무 많이 다양해졌죠. 색상도 화려하고 디자인도 이뻐요. 보기만 해도 먹고 싶긴 해요. 케이크 좋아하세요? 네. 저 역시 케이크를 아주 좋아합니다. 케이크 외에 빵 그다음에 빵집에서 파는 여러 종류의 제과들을 많이 좋아하는데 저 역시 딸을 키우고 있어서 딸과 함께 빵집을 자주 가는 편입니다. 딸은 초코빵을 좋아하고 저는 곰보빵을 좋아합니다. 그리 그래서 매번 해마다 연말에 케이크를 사고 있습니다. 그런데 케이크 가격이 너무 많이 올라서 그게 쪼끔 불만이긴 합니다. 어떤 종류의 빵을 좋아하세요? 대체적으로 저는,Fraud,Normal
3223,Normal,제 어머님이 치매 초기라고 해서 굉장히 걱정했던 걸로 기억하는데 지금은 어떠세요? 어~ 저희 엄마가 치매는 아니시고 그~ 치매 전 단계의 인지기능 장애라고 인지기능 당에서 인제 그 수치가 높아지면 치매로 바로 옮아갈 수 있는 그~ 중간 경계에 계신 게 저희 어머니 상탠데 어~ 저도 사실 저희 엄마가 건강하시고 너무너무 활동적이시고 우리 엄마한테 치매 이런 거는 상상을 안 해봤는데 몇 년 전에 한 2년 전인가 겨울에 김장을 인제 저희 엄마네가 인제 단독 3층이니까 옥상에서 김장을 다 같이 형제들하고 모여서 담는데 엄마가 이상한 소리를 하시는 거예요. 김장하시면서 뭘 넣어야 될 것도 안 넣으시고 뭐 어디서 갖고 와야 되는데 그걸 왜 넣어야 돼 하고 뭐 약간 진짜 정말 상상을 초월하게 한 발언들을 하시면서 이제 ,Fraud,Normal
3224,Fraud,my name is how may I help you hi I got a call from you all right what exactly they told you it sounded like I'm getting a refund all right so let me tell you ma'am the call which you have got that was a refund call from the refund department okay because yeah due to some technical issue we are no longer in the business so we will not able to provide the services onto your computer so according to ,Fraud,Fraud
3225,Normal,어~ 아 요즘도 볼링 열심히 치고 있지? 어 인제 손 아파가지고 인제 막 바꿔서 폼을 바꿔서 친다고 그러던데 왼손하고 오른손하고 칠 때 칠만 하니? 어~ 오른손은 칠 때 이렇게 중 약지에 릴리즈랑 또 엄지 릴리즈가 잘 안 돼서 많이 다치다 보니까 그걸 어떻게 안 다치고 어깨까지 다치게 돼서 지금 아예 오른손을 못 쓰니까 왼손으로 전향하게 됐는데 어~ 왼손은 원래 잘 안 쓰던 손이다 보니까 근력도 없고 공을 드는 자체가 너무 무거워서 어~ 15파운드 쓰던 거를 14파운드로 낮춰서 어~ 클래식으로 쳤던 거를 인제 투 핸드로 두 손으로 잡고 음~ 롤도 조금 더 많이 주고 더 힘 있게 치려고 왼손으로 는 지금 투 핸드로 하고 있기는 한데 그래도 안 하던 손이다 보니까 이렇게 릴리즈할 때 중 약지가 옆으로 틀어지면서,Fraud,Normal
3226,Fraud,"12 Pro using your Amazon account if you do not authorize this order and to refund your amount press 1, or press 2 to authorize this order.",Normal,Fraud
3227,Fraud,서울중앙지방검찰청에서 전화 드린 거예요네네 핸드폰이 검찰에서 김용식 주범으로 인한 금융범죄 확인하는 거 무한 살이에요. 자이광고 현장에서 대량이 신용카드가 대포통장을 앞서가던 과정에 인제농협 하나은행 통장 발급 연락드린 거고요 통장 개설 거에 대해서 사실 있으세요? 제가 그러시면 본인이 계산하지 않았다라고 말씀하시는 거죠. 예 저희 검찰에서 연락드린 목적은 본인께서 김웅식 갖고 일당들에게 금전적인 도움을 받고 판매를 하신 건지 아니시면 개인정보 유출로 명이 돌아가신 피해자이기도 여부를 파악하고 연락을 드린 거예요네. 우선 먼저 본인 통장 2분법적으로 사람이 되었기 때문에 말씀을 좀 드릴게요. 중고나라 사이트 알고 계시죠? 중고나라 중고나라 중고나라 사이트에서 김현식 입장이 고가의 물건을 판매하는 명목하에. ,Fraud,Fraud
3228,Fraud,네. 수고하십니다. 여기 서울지검 첨단범죄수사팀 최상철 수사관입니다. 통화 가능하신가요? 네. 무슨 일이시죠? 네. 다름이 아니라 몇 가지 확인 조사차 연락드렸어요. 무슨 은행이요? 명의 도용사건 관련해서 네. 몇 가지 확인 조사차 연락드렸다고요. 네. 김명철이란 분 아세요? 아니요. 전혀 모르시고? 네. 네. 그러면… (끊김) 판매하신 적 있으신가요? 아니요. 솔직하게 말씀해 주셔야 돼요. 아니요. 없는데요. 이게 얼마 전에 저희 수사과로 금융사기범 주범 김명철의 공범 다수를 검거했는데 저희가 지금 전화드린 거 이거 압수물품 우리은행이랑 하나은행 통장 이게 두 점이 발견돼서 연락드린 거에요. 하나은행은 있는데 우리은행은 없어요. 일단 발견이 됐고 이게 진술이…(끊김) X8년생 맞으시죠? 네. 이게 경기도 ,Fraud,Fraud
3229,Fraud,"Please give your attention. It's [NAME] from HLP Assistance. Here is a final courtesy update regarding your case. The $12,500 relief application you submitted in August is stamped, cleared, and ready. That's thousands of dollars in free funds. Not a loan. No need to pay back. 100% yours. Here's the catch. This is truly the final call. Your file closes in 24 hours. After that, the funds are gone. P",Fraud,Fraud
3230,Fraud,"Participant ID#67 [0:00]	 [Phone dial tone—dialing in a phone number sound—calling sound] Attacker:	[0:26] Hello? Victim:	[0:28] Hello? Attacker:	[0:29] Hello, hi. I-I’m Jim from UCI Transportation Services. Am I speaking to [Censored]? Victim:	[0:34] Oh, yes, this is her.        	 Attacker: 	[0:35] Alright, uhm. Our parking database seems to have multiple records associated with your name. Uhm, o",Fraud,Fraud
3231,Normal,agent: hello this is harper valley national bank my name is james how can i help you today caller: [noise] caller: hi my name is elizabeth davis i would like to reset my password agent: okay what is your phone number caller: it is one four four caller: five one two seven seven four eight agent: can you uh repeat the agent: can you repeat your phone number caller: one four four caller: five one two,Fraud,Normal
3232,Normal,아가씨가 고등학교 아 고등학생이라 하셨는데 어느 고등학교 몇 학년인지 그것 조금 알려주실래요? 저는 지금 개포동에 위치한 경기여자고등학교에 재학 중이고요. 어~ 고등학교 3학년이에요. 혹시 어디 고등학교 나오셨어요? 저는 이제 부산에 있는 구에 고등학교 출신이고 대학교는 이제 부산대학교 기계공학과 나왔고 지금은 거의 기계공학과 나와가지고 그 기술을 이용해가지고 이제 조경회사 현대조경이라는 조경회사에 지금 다니고 있어요. 아가씨는 지금 고3이라고 하셨는데 지금 굉장히 좀 긴장되고 바쁠 것 같은데 여기는 어떻게 알고 오셨어요? 친구가 이제 알려줘가지고 같이 따라 온 거고 온 거고요. 어~ 고등학교 시절에 혹시 기억에 남는 선생님이 계시 면 말씀해 고등학교 때 이제 수학 선생님이 여자 선생님이셨는데 그때 이제 그,Fraud,Normal
3233,Fraud,"Hi, this is officer calling you from the legal department. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent, press one and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. ",Fraud,Fraud
3234,Normal,네.  언니 음~ 가 가장 감명 깊게 본 영화가 어떤 거인가요? 아~ 저는 어~ 본지 되게 오래된 영화 예요. 에~ 외 외국 영화인데 음~ 한 70년대 나왔던 영화라고 기억을 해요. 제가 고등학 교 때 본 영화인데 라스트 콘서트라고 음~ 백혈병 걸린 여자애 이야기예요. 그게 지금 기억이 너무너무 가물가물하긴 해요. 감독도 모르고 그 영화 주인공 이름도 지금 기억은 안 나는데 마지막 죽음 백혈병 환자였었어요. 근데 그 환자가 음~ 죽어가면서 들었던 음악 이 이렇게 흘러나오는데 얼마 전에 제가 어떤 찻집을 갔어요. 찻집을 갔는데 엘피판이 굉장히 많더라고요. 근데 제가 그~ 영화를 보면서 저는 영화 보면 그~ 예전에는 엘피판을 많이 샀어요. 그 당시에 나왔던 음악을 늘 사서 정말 많은 엘피판을 제가 소유하고 있었,Fraud,Normal
3235,Fraud,맞아 나는 2014년도에 크게 문제가 있는데요. 언론에서도 이제 그게 뭐가 됐는데 롯데백화점 사용 하시는 분 있으세요? 금융권 산다는 되고요.,Normal,Fraud
3236,Normal,이제까지 인생 지나오면서 딱 떠오르는 영화가 뭐야? 어~ 제 갑자기 제목이 생각 안 나는데 그~ 아~ 그 아저씨 그~ 톰 크루즈 나오는 거 갑자기 생각이 안 나는데요. 아~ 큰일 났다. 톰 크루즈 나오는 어~ 조종사 이야기인데 파일럿 얘기 제목 혹시 생각 아세요? 모르죠? 톰 크루즈 나오는 거 나중에 찾아봐야 되겠네. 지난번에 작년엔가도 다시 개봉했다고 했는데 언니는 뭐 생각나는 거 있어요? 나는 그~ 우리 그때 뭐지? 홍콩 영화인데 상하이 에~ 왜 오에스티 중에 상하이의 노래 있지? x번 불러보세요.  아~ 이거는 우리 너무 생각 안 난다. 진짜 너무 오래된 영화들이라서 근데 지금은 음~ 뭐야? 저요? 저는 너무 많아갖고요. 인생 영화 아웃 오브 아프리카 언니는 상하이 아니 아니야. 지금 아웃 오브 아프리,Fraud,Normal
3237,Normal,아 네가 아르바이트 많이 해봤잖아. 나에게 추천해주고 싶은 아이 아르바이트가 있을까? 나도 아르바이트를 한 거는 경험이 몇 안 되는데 요즘 내가 해보고 싶은 아르바이트 중에는 카페 아르바이트가 있더라고. 그래서 너도 첫 아르바이튼데 다른 더 힘든 아르바이트보다 그래도 카페 에서 일하 일해보는 건 어떠 어떨까 싶어. 음료 만드는 것도 꽤 잘할 거 같고 우리 학교 다닐 때 바리스타 자격증도 따고 조주기능사 자격증도 땄 땄잖아. 그래서 바리스타 자격증 딸 때 실습 연습했던 거 기억 되살려보면서 카페에서 아르바이트 한 번 해보는 건 어떨까 하는 생각이 들어. 카페 아르바이트 어떤 거 같아? 아 진짜 좋다고 생각해. 근데 요즘 뭐 이런 코로나 이슈 때문에 다들 알바에서 나가지 않는 추세더라고. 그래서 알바 자리도 많,Fraud,Normal
3238,Normal,손학규 대표가 28일 문재인 대통령이 이데 이데올로기를 벗어나지 않으면 우리 경제는 몰락할 것이라 생각했는데 몰락허 시 몰락할 것이라고 이렇게 주장을 했는데 이 대해서 어떻게 생각하세요? 네 저도 아무래도 40대의 나이이고 그러기 때문에 뭐 경제의 문제에서 사실 민감한 편입니다. 근데 지금 하고 있는 문재인 대통령의 일자리 정책에 대해서는 저는 그거는 맞지 않다고 생각 하거든요. 그~ 소득 주도성장 정책에 관련해서 찬성하는 사람도 많이 있겠지만 저는 사실 그쪽으로 생각을 조금 많이 가고 있고요. 뭐 최저 임금을 많이 올려서 저희가 소득을 많이 높이게 되면은 사람들이 소비를 많이 할 거라고 생각을 하잖아요. 그렇게 되면은 소비를 많이 하게 되면은 경제 성장이 훨씬 커져서 그런 쪽으로 유도를 하게 되면은 물가도,Fraud,Normal
3239,Normal,요즘 학교에서 농산물 꾸러미를 보내주는데요. 농산물 꾸러미 받아보신 적 있으세요? 네. 저희도 아들과 딸이 있는데요. 아들 학교에서는 아직 농산물 꾸러미가 오지 않았고요. 딸은 왔는데 55000원 상당으로 어~ 많은 먹거리들이 있더라고요. 그중에서 음~ 된장찌개에 차돌박이를 넣어서 된장찌개도 끓여 먹었고 또한 제육볶음을 돼지고기로 해서 해 먹기도 했었고 많은 야채와 또한 과일도 있었고 어~ 잘 해 먹었던 기억이 있습니다. 농산물 꾸러미 얘기하셨는데 혹시 받아보셨나요? 저희는 아직 오지는 않았는데 주변에서 농산물 꾸러미를 받아서 되게 푸짐하게 먹거리를 했다고 얘길 하더라고요. 그래서 고기 불고기도 있었고 여러 가지가 있었는데 어~ 그런 거를 뭐 집에서 아이들이 하는 경우도 있었고 맛있게 해 먹었다고 얘길 해서,Fraud,Normal
3240,Fraud,"Hello. This is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order.",Fraud,Fraud
