pair_id,label,source,original_id,conversation_length_words,length_difference_words,text
65,nonscam,technical_support_json,technical_support_65,105,23,"Hello, I need urgent help — fan making loud noise. Hello! I'm sorry to hear that. Let's fix this together. When did fan making loud noise start? It started two days ago, completely out of nowhere. Understood. First, let's try a full shutdown and restart. Did that help? Yes, still happening after the restart. Let me check from my end. Can you provide your device model? I checked and the drivers seem outdated. Yes, please install the update and restart once complete. It's working perfectly now. Thank you! Perfect. The problem is resolved. Have a great day! Nope, I'm good now. Great support, thank you!"
65,scam,youtube_scambait,73,82,23,um i was just alerted that i have a trojan spyware on my computer i understand ma'am i will go ahead and get that check for you may i know what exactly you were trying to do at that moment when you go this a lot i was ordering off of ebay okay you were ordering uh something from ebay and your screen locked up uh may i know the making model of your computer what kind of computer you have this
66,nonscam,technical_support_json,technical_support_66,111,25,"I need support. Keyboard keys not responding and it's causing me a lot of stress. Good day! I'm here to help. Let's start — when did you first notice keyboard keys not responding? It happened after I restarted my computer. Got it. Have you tried restarting the device completely? Multiple restarts — still the same issue. Let's go further. Can you check for any pending system updates? I checked and the drivers seem outdated. That driver error is the culprit. I'll guide you to reinstall it now. Fixed! I can't believe it was that simple. Perfect. The problem is resolved. Have a great day! No, that's everything. Thank you so much!"
66,scam,youtube_scambait,78,136,25,thank you for calling technical support here speaking with how can i help you today hi i have a message on my screen that says my computer's been blocked for security reasons and for safety no problem ma'am i will surely help you okay let me go ahead and guide you some of the troubleshooting steps which you have to follow so i can go ahead and connect your network to our server so i could diagnose the problem and i will let you know why you are getting such kind of alert on the computer look at on the computer keyboard on the left hand side bottom corner of your keyboard do you see there is a control key you want the serial on the left hand side do you want the serial number or
67,nonscam,technical_support_json,technical_support_67,114,23,Hi there. I've been dealing with computer runs very slow for a while now. Hello! I'm sorry to hear that. Let's fix this together. When did computer runs very slow start? Since this morning. It was fine yesterday. I see. As a first step — have you tried unplugging and reconnecting the device? Multiple restarts — still the same issue. Let's go further. Can you check for any pending system updates? My device model is HP Pavilion 15. Hope that helps. That version is outdated. Let me send you the update link. Fixed! I can't believe it was that simple. Wonderful! Don't hesitate to contact us again if needed. That's all. Thanks a lot!
67,scam,youtube_scambait,96,137,23,thanks for calling cancellation department how may i help you today hello um i got an invoice in this morning um i decided to hold off going to work because of it i think i need to take care of it says 749 um all right then you haven't authorized it no i haven't um this is particularly bothering me because i thought i don't even know what it's for it just has invoice it doesn't state what i'm getting no problem i will check this transaction ma'am can i have your first and last name please you have a first name is last name is all right as i can see here on our system right now that you got it charged for 749 and someone making a purchase for the avira antiviral security software and
68,nonscam,technical_support_json,technical_support_68,114,23,"Good morning. I'm really struggling because external hard drive not recognized. Good day! I'm here to help. Let's start — when did you first notice external hard drive not recognized? It started two days ago, completely out of nowhere. Thank you. Can you try clearing the cache and restarting the application? Yes, still happening after the restart. Alright. Let's try running the built-in diagnostic tool. I ran the diagnostic and it says 'driver error detected'. That driver error is the culprit. I'll guide you to reinstall it now. Update installed and restarted. It seems to be working now! Great news! Feel free to reach out if the issue returns. That's all. Thanks a lot!"
68,scam,youtube_scambait,65,137,23,so sir my name is and i'm from the cyber security department right now how are you doing today good so right now so what exactly is happening there are these hackers they're having their a bunch of devices being connected with your amazon account and with your personal informations right now and also we got to know the root cause of this problem the root cause of this problem is your ip address do you know what ip address stands for or what exactly it is no the ip address is something which is connected with your wi fi which is attached with your wi fi and the full form the of ip address would be internet protocol address all right okay how do i fix that well right now how we can fix that we
69,nonscam,technical_support_json,technical_support_69,104,23,"Good morning. I'm really struggling because microphone not detected. Thanks for reaching out. I'll help you sort out microphone not detected. How long has this been happening? Since this morning. It was fine yesterday. Thank you. Can you try clearing the cache and restarting the application? Multiple restarts — still the same issue. Let's go further. Can you check for any pending system updates? I checked and the drivers seem outdated. Yes, please install the update and restart once complete. I followed the steps and everything is back to normal. Perfect. The problem is resolved. Have a great day! That's all. Thanks a lot!"
69,scam,youtube_scambait,38,81,23,thank you for calling amazon this is can i help you yeah i was just getting an email saying i ordered a tv but i did not alright sir just give me a moment let me check and when did you receive this email today at may i have the email address let's see my email address is i'm going to send you a one time verification code ok on your email just to verify i'm talking to the right person
70,nonscam,technical_support_json,technical_support_70,108,25,"Good morning. I'm really struggling because Bluetooth not pairing. Hello! I'm sorry to hear that. Let's fix this together. When did Bluetooth not pairing start? Since this morning. It was fine yesterday. Thank you. Can you try clearing the cache and restarting the application? Done that already. No change. Let's go further. Can you check for any pending system updates? My device model is HP Pavilion 15. Hope that helps. That driver error is the culprit. I'll guide you to reinstall it now. Fixed! I can't believe it was that simple. Wonderful! Don't hesitate to contact us again if needed. Nope, I'm good now. Great support, thank you!"
70,scam,youtube_scambait,128,133,25,yes sir your call has been connected with paypal security hi um i received a text message about uh an order for bitcoin 499 um i need to try and get that cancelled and can you please help me with that order id number uh the order 568 685 yes as i can see see said there is a transaction for btc which price is 499 so did you place any transaction from your account no and when was your last login into paypal uh yesterday i think yes sunday yes okay as i can see so this transaction has in place from new jersey so is anybody from new jersey who can place this uh my friend he's from east side new jersey yeah i'm sorry oh have you ever tried to
71,nonscam,technical_support_json,technical_support_71,102,22,"Hey, I'm having a technical issue: computer runs very slow. Hi! That sounds frustrating. Can you tell me more about when computer runs very slow began? This started after the last system update. Thank you. Can you try clearing the cache and restarting the application? Done that already. No change. Let's go further. Can you check for any pending system updates? There's a pending update. Should I install it now? Perfect. I'll push a driver update remotely — give me a moment. The driver reinstalled fine. Issue is gone! Perfect. The problem is resolved. Have a great day! Nothing else, thanks again!"
71,scam,youtube_scambait,40,80,22,this is bt technical department we are hereby to inform you that your internet line will be terminated from today onwards to fix up the problem please press one to connect with bt if you wish to disconnect your internet press 2 yes hello hello hey am i speaking to yes speaking yeah hi sir this is i'm calling you from the network terminal departmenti'm just worried about transactions yeah yeah don't worry we are here to help you out
72,nonscam,technical_support_json,technical_support_72,108,19,"Good morning. I'm really struggling because keyboard keys not responding. Hello! I'm sorry to hear that. Let's fix this together. When did keyboard keys not responding start? It began yesterday morning. I haven't changed anything. Got it. Have you tried restarting the device completely? Done that already. No change. Let's go further. Can you check for any pending system updates? My device model is HP Pavilion 15. Hope that helps. That version is outdated. Let me send you the update link. I followed the steps and everything is back to normal. Perfect. The problem is resolved. Have a great day! Nope, I'm good now. Great support, thank you!"
72,scam,youtube_scambait,136,127,19,thank you for calling amazon customer support how are you doing today i'm doing good how are you i had a missed call about something wrong with my account yes ma'am yes sir there has been a purchase made for an iphone 11 worth 599 and this is a verification call so do you confirm the order no i do not i didn't buy a cell phone okay thank you for letting us know that you have not placed the order so let me tell you sir when we tried to review and check the order we found out like there are some hackers from memphis tennessee who are trying to compromise your account information and they are placing these fraudulent orders under your registered phone number
73,nonscam,technical_support_json,technical_support_73,115,24,"Hello, I need urgent help — laptop battery not charging. Good day! I'm here to help. Let's start — when did you first notice laptop battery not charging? About a week ago. I thought it would fix itself but it didn't. Understood. First, let's try a full shutdown and restart. Did that help? Done that already. No change. Okay. Please navigate to Settings and check the device drivers. Settings show version 3.1.2. Is that the latest? Perfect. I'll push a driver update remotely — give me a moment. Update installed and restarted. It seems to be working now! Perfect. The problem is resolved. Have a great day! Nope, I'm good now. Great support, thank you!"
73,scam,youtube_scambait,117,139,24,yes hello yes is there yeah how can i help you sir hi it's it's i'm husband oh yes husband right she told me that she started a phone call with you with regard to an order it looks like um it looks like something was ordered without our permission or something that was going to renew and we need to stop yeah yes i remember that so are you front of the uh computer right now yeah excellent due to how to get you cancellation and refund form yes i am i'm at home i'm at home in front of the computer all right so please open the that google chrome browser now open that to google chrome browser okay google chrome okay yeah it's open next open then do let me know yeah google chrome is open
74,nonscam,technical_support_json,technical_support_74,115,24,"I need support. Computer shuts down randomly and it's causing me a lot of stress. Thanks for reaching out. I'll help you sort out computer shuts down randomly. How long has this been happening? It started two days ago, completely out of nowhere. I see. As a first step — have you tried unplugging and reconnecting the device? Yes, still happening after the restart. Alright. Let's try running the built-in diagnostic tool. My device model is HP Pavilion 15. Hope that helps. That version is outdated. Let me send you the update link. Fixed! I can't believe it was that simple. Wonderful! Don't hesitate to contact us again if needed. That's all. Thanks a lot!"
74,scam,youtube_scambait,119,139,24,thank you for calling support you're speaking to how may i assist you i um i've been having trouble with my facebook when i go to the landing news feed page it says page cannot be displayed what's your name my name is thank you miss open app store in your iphone let me connect you to the facebook support server i hope you're calling me from an iphone i know it's a samsung please open play store then let me guide you step by step open up open the play store okay they're quick support okay open the play store what do i do next type there where type in there quick support it says apps and games i don't want to play a game i want to help my facebook i don't want to install a game
75,nonscam,technical_support_json,technical_support_75,114,26,"I need support. Keyboard keys not responding and it's causing me a lot of stress. Good day! I'm here to help. Let's start — when did you first notice keyboard keys not responding? It happened after I restarted my computer. I see. As a first step — have you tried unplugging and reconnecting the device? I tried that, didn't work at all. Okay. Please navigate to Settings and check the device drivers. Settings show version 3.1.2. Is that the latest? That version is outdated. Let me send you the update link. The driver reinstalled fine. Issue is gone! Wonderful! Don't hesitate to contact us again if needed. No, that's everything. Thank you so much!"
75,scam,youtube_scambait,162,140,26,straight away and you will get arrested shortly hmrc this is officer how may i help you today i'm sorry i've had a call from you all right miss and did you receive any case id case file number no i didn't okay then in order to pull out your file will you help me out with your name yes it's so i can try to pull out your file absolutely it's and can you spell out your last name yeah it's it's it's okay do you have me yes all right so and what is your postal code it's okay fine all right just stay connected with me let me pull out your file in my system thank you for being on hold yes all right here i got your file in my system and i believe you live
76,nonscam,technical_support_json,technical_support_76,110,30,"Good morning. I'm really struggling because microphone not detected. Good day! I'm here to help. Let's start — when did you first notice microphone not detected? It happened after I restarted my computer. Understood. First, let's try a full shutdown and restart. Did that help? Done that already. No change. Let's go further. Can you check for any pending system updates? My device model is HP Pavilion 15. Hope that helps. That driver error is the culprit. I'll guide you to reinstall it now. Update installed and restarted. It seems to be working now! Wonderful! Don't hesitate to contact us again if needed. No, that's everything. Thank you so much!"
76,scam,youtube_scambait,137,140,30,thank you for calling amazon customer support how are you doing today i'm doing good how are you i had a missed call about something wrong with my account yes ma'am yes sir there has been a purchase made for an iphone 11 worth 599 and this is a verification call so do you confirm the order no i do not i didn't buy a cell phone okay thank you for letting us know that you have not placed the order so let me tell you sir when we tried to review and check the order we found out like there are some hackers from memphis tennessee who are trying to compromise your account information and they are placing these fraudulent orders under your registered phone number which ends with okay and that is the reason so we have kept
77,nonscam,technical_support_json,technical_support_77,109,32,"Hi there. I've been dealing with wifi keeps disconnecting for a while now. Hi! That sounds frustrating. Can you tell me more about when wifi keeps disconnecting began? It happened after I restarted my computer. Understood. First, let's try a full shutdown and restart. Did that help? Yes, I restarted multiple times. Same problem. Alright. Let's try running the built-in diagnostic tool. I ran the diagnostic and it says 'driver error detected'. That driver error is the culprit. I'll guide you to reinstall it now. Fixed! I can't believe it was that simple. Wonderful! Don't hesitate to contact us again if needed. No, that's everything. Thank you so much!"
77,scam,youtube_scambait,93,141,32,hello miss welcome to amazon how can i help you today how can i help you today this is we're supposed to meet today you reached back home once again yes i'm back home all right just turn on your device i'm trying to connect you again all right okay how has your day been so far yeah it's like great but it's tyring it's tiring how's your day yeah i'm full of energy and and great okay so it looks like the command that we were doing um the scan for the yeah okay uh yeah can you open up your browser ma'am it's open it says open yeah so still the scan is going on what you need to do is log into your bank and check out the transactions all right i don't see anything different i didn't
78,nonscam,technical_support_json,technical_support_78,108,35,"Hi there. I've been dealing with fan making loud noise for a while now. Good day! I'm here to help. Let's start — when did you first notice fan making loud noise? This started after the last system update. Thank you. Can you try clearing the cache and restarting the application? Multiple restarts — still the same issue. Let's go further. Can you check for any pending system updates? Settings show version 3.1.2. Is that the latest? Yes, please install the update and restart once complete. The driver reinstalled fine. Issue is gone! Perfect. The problem is resolved. Have a great day! All good! Really appreciate your help."
78,scam,youtube_scambait,166,143,35,you for your response we would now like to transfer you to a call handler for just a few more questions thank you for calling her majesty's revenue and customs how can i help you is this inland revenue and customs yes and i've got a tax fraud on my name yes can i have your name so i can try and see what's the matter yeah mr mr can you spell your name for me please and what's your postcode and your door number but how do i know your revenue and customs listen i'm not here to prove you i'm from hm revenue and customs or not if you don't believe i certainly hang up the call and inform the police to get you arrested okay oh my god you're going to arrest me yeah no please don't arrest me please
79,nonscam,technical_support_json,technical_support_79,113,30,"Hi, my USB port not working and I have no idea what to do. Hello! I'm sorry to hear that. Let's fix this together. When did USB port not working start? It happened after I restarted my computer. Understood. First, let's try a full shutdown and restart. Did that help? Yes, still happening after the restart. Let's go further. Can you check for any pending system updates? There's a pending update. Should I install it now? That driver error is the culprit. I'll guide you to reinstall it now. Update installed and restarted. It seems to be working now! Perfect. The problem is resolved. Have a great day! That's all. Thanks a lot!"
79,scam,youtube_scambait,52,143,30,all right madam now you have been successfully connected to the amazon support right now this team environment we are just working on it all right now just hold on i'm going to transfer this call to my financial department who is going to have a talk with you all right madam okay okay so right now madam like the hackers have charged you this amount of money today's morning okay might be not showing up in your account because it takes some time to come up on your online banking okay so let me provide you the cancellation form so we can cancel the stuff and refund you your money back into your account okay all right the hackers have charged you from your debit card okay and they have used your information in the western union do you know anything about
80,nonscam,technical_support_json,technical_support_80,113,33,"Hello, I need urgent help — USB port not working. Hi! That sounds frustrating. Can you tell me more about when USB port not working began? About a week ago. I thought it would fix itself but it didn't. Thank you. Can you try clearing the cache and restarting the application? Multiple restarts — still the same issue. Okay. Please navigate to Settings and check the device drivers. My device model is HP Pavilion 15. Hope that helps. Perfect. I'll push a driver update remotely — give me a moment. Update installed and restarted. It seems to be working now! Wonderful! Don't hesitate to contact us again if needed. Nothing else, thanks again!"
80,scam,youtube_scambait,95,146,33,thanks for get connected to the cancellation department this is how are you doing today hi well i have an email invoiced in this morning i'm being charged 389 and i'm not sure i understand why that says on thank you for choosing mcafee protection plan um you find the related invoice sympathetically against the contributions for the auto reclamation code quantity mcafee total security and where did you get this email in your computer or in your cell phone and i got it on i got it on my email just too long for a moment let me check it in my system and you did not authorize for this subscription right now of course not i don't even know what at mcafee total protection is well let me tell you about mcafee is a utility software for the computer protection okay it's like norton
81,nonscam,technical_support_json,technical_support_81,103,8,"I need support. Laptop battery not charging and it's causing me a lot of stress. Hi! That sounds frustrating. Can you tell me more about when laptop battery not charging began? It began yesterday morning. I haven't changed anything. Thank you. Can you try clearing the cache and restarting the application? Yes, still happening after the restart. Alright. Let's try running the built-in diagnostic tool. I ran the diagnostic and it says 'driver error detected'. Yes, please install the update and restart once complete. It's working perfectly now. Thank you! Perfect. The problem is resolved. Have a great day! Nothing else, thanks again!"
81,scam,youtube_scambait,46,95,8,thank you for calling support you're speaking with how can i help you ah well i got one of these big blue things that came up on my screen said that somebody had used something to access my computer and that it was a critical alert and it says let's see your computer has alerted us that is has been infected with a pornographic spyware and virus oh and since how long have you been getting all these things on your computer miss it started yesterday and i just went to bed and left it
82,nonscam,technical_support_json,technical_support_82,118,33,"Good morning. I'm really struggling because blue screen of death. Thanks for reaching out. I'll help you sort out blue screen of death. How long has this been happening? About a week ago. I thought it would fix itself but it didn't. I see. As a first step — have you tried unplugging and reconnecting the device? Done that already. No change. Let me check from my end. Can you provide your device model? I checked and the drivers seem outdated. That driver error is the culprit. I'll guide you to reinstall it now. The driver reinstalled fine. Issue is gone! Wonderful! Don't hesitate to contact us again if needed. Nope, I'm good now. Great support, thank you!"
82,scam,youtube_scambait,143,151,33,hello hello yeah hi sir this is amazon how may i help you i had a call from this number or told to call back this number what what's going on with my account uh yeah we are calling you from amazon sir okay and the problem is that we are giving you this call because today early morning we have been noticed that some people from ohio they are using your amazon account and trying to buy iphone which cost you 899 is that any of your family member are using your account from ohio i don't have any family members in ohio i do know of one okay i don't know one person in ohio but i don't think she would do that and when was the last time you logged into your account sir oh it's been a while i don't ever log into it i don't ever
83,nonscam,technical_support_json,technical_support_83,122,35,"Good morning. I'm really struggling because computer runs very slow. Thanks for reaching out. I'll help you sort out computer runs very slow. How long has this been happening? About a week ago. I thought it would fix itself but it didn't. I see. As a first step — have you tried unplugging and reconnecting the device? Yes, still happening after the restart. Let's go further. Can you check for any pending system updates? I checked and the drivers seem outdated. That driver error is the culprit. I'll guide you to reinstall it now. Update installed and restarted. It seems to be working now! Excellent! Glad we got that sorted. Is there anything else I can help with? Nothing else, thanks again!"
83,scam,youtube_scambait,152,157,35,thank you for calling how can i help you yeah i'm returning a phone call about my refund yeah this is for the services this call is for the services of your computer so you want to renew the services or you just want to cancel it yeah no i don't want to renew it i didn't know i was paying for it sorry i didn't get you i said no i don't want to renew it i didn't even know i was paying for it okay not a problem sorry so you have to just fill up a cancellation form on your computer i'm going to provide you a cancellation form on the computer now so is your computer on this moment yeah what website do i go to okay not a problem so can you have a look on your keyboard at the left and bottom do you see or there are ctrl control key
84,nonscam,technical_support_json,technical_support_84,120,35,"Hey, I'm having a technical issue: fan making loud noise. Hi! That sounds frustrating. Can you tell me more about when fan making loud noise began? About a week ago. I thought it would fix itself but it didn't. I see. As a first step — have you tried unplugging and reconnecting the device? I tried that, didn't work at all. Okay. Please navigate to Settings and check the device drivers. Settings show version 3.1.2. Is that the latest? That driver error is the culprit. I'll guide you to reinstall it now. The driver reinstalled fine. Issue is gone! Excellent! Glad we got that sorted. Is there anything else I can help with? No, that's everything. Thank you so much!"
84,scam,youtube_scambait,135,155,35,thank you for calling in geek squad this is how can i help you yes this is i had a message to call this number oh yeah man this call is regarding your computer a laptop services it's called expired and for the renewal you're about to get a charge of two hundred and ninety nine dollars what this is just a confirmation call whether you want to renew 299 for what for your computer services like firewall securities windows defender antivirus services web services etc i thought i needed that stuff on my computer i didn't know i was paying for it i thought it came with the purchase of the computer yes ma'amthese were added with your computer price these were inbuilt onto your computer map but maybe you didn't use these services for long and that's why these services are expired and the policy of these services are at auto renewal state
85,nonscam,technical_support_json,technical_support_85,117,32,"Good morning. I'm really struggling because Bluetooth not pairing. Hello! I'm sorry to hear that. Let's fix this together. When did Bluetooth not pairing start? About a week ago. I thought it would fix itself but it didn't. I see. As a first step — have you tried unplugging and reconnecting the device? I tried that, didn't work at all. Let's go further. Can you check for any pending system updates? I ran the diagnostic and it says 'driver error detected'. That driver error is the culprit. I'll guide you to reinstall it now. It's working perfectly now. Thank you! Great news! Feel free to reach out if the issue returns. All good! Really appreciate your help."
85,scam,youtube_scambait,60,149,32,hello hi thank you for calling technical support this is how can i help you hey um i was on with this guy um because i had a pop up and he had me a download ultra viewer and then he just like shut his phone off and he didn't help me well do you have the ultra viewer id and the password on your screen yes sir i do can you are you able to help me well all right just give me one minute okay okay i just want to make sure i'll be connected just give me one minute right just give me one minute and you said you have a pop up on your computer i did but i shut my computer off and restarted it and it's gone but i'm scared that i have a virus or something and i'd like somebody to check
86,nonscam,technical_support_json,technical_support_86,131,29,"I need support. Bluetooth not pairing and it's causing me a lot of stress. Thanks for reaching out. I'll help you sort out Bluetooth not pairing. How long has this been happening? About a week ago. I thought it would fix itself but it didn't. I see. As a first step — have you tried unplugging and reconnecting the device? I tried that, didn't work at all. Let me check from my end. Can you provide your device model? I checked and the drivers seem outdated. That driver error is the culprit. I'll guide you to reinstall it now. I followed the steps and everything is back to normal. Excellent! Glad we got that sorted. Is there anything else I can help with? Nope, I'm good now. Great support, thank you!"
86,scam,youtube_scambait,155,160,29,yeah i had a missed call from this number uh yeah so this is a amazon refund department uh you have been uh you you have paid 599 for iphone 11 so we just want to confirm it that have you purchased that iphone no not that i'm aware of that is the reason sir we have been calling you just to check it out that the payment has been done that this is a genuine transaction or not uh for your safety sir you need to go ahead and turn on a computer i am getting your computer connected to our accounts department so if the money has been charged to your account we can refund you the money otherwise we simply cancel the transaction okay okay okay i want you to cancel the transaction yeah first we need to check it out that is the reason we need your computer to be connected to our accounts department okay
87,nonscam,technical_support_json,technical_support_87,121,34,"Hello, I need urgent help — printer not detected. Good day! I'm here to help. Let's start — when did you first notice printer not detected? About a week ago. I thought it would fix itself but it didn't. I see. As a first step — have you tried unplugging and reconnecting the device? Yes, I restarted multiple times. Same problem. Alright. Let's try running the built-in diagnostic tool. There's a pending update. Should I install it now? That driver error is the culprit. I'll guide you to reinstall it now. Fixed! I can't believe it was that simple. Excellent! Glad we got that sorted. Is there anything else I can help with? Nope, I'm good now. Great support, thank you!"
87,scam,youtube_scambait,159,155,34,now first of all let me introduce myself my name is officer with the badge id i am from the tax audit department of hmrc hm revenue and custom how are you doing today yes uh the nature and the purpose of this call it just to notify you it just to inform you that there has been a legal case filed there has been a lawsuit filed against your name for the hmrc and it's regarding a tax fraud it's regarding the tax evasion so do you have any solicitor or any tax lawyer who can represent you inside the courthouse and your case id number your case id number is now uh what i'm going to do i'm going to read out the legal affidavit report to you so you will get the better idea and the better information that what is this all about and what is going on under your name
88,nonscam,technical_support_json,technical_support_88,117,34,"Hi there. I've been dealing with webcam not working for a while now. Thanks for reaching out. I'll help you sort out webcam not working. How long has this been happening? About a week ago. I thought it would fix itself but it didn't. Thank you. Can you try clearing the cache and restarting the application? Yes, still happening after the restart. Let's go further. Can you check for any pending system updates? My device model is HP Pavilion 15. Hope that helps. That version is outdated. Let me send you the update link. Update installed and restarted. It seems to be working now! Perfect. The problem is resolved. Have a great day! Nothing else, thanks again!"
88,scam,youtube_scambait,151,151,34,thank you for calling cancellation department how may i help you um yeah i'm returning a phone call ah yes this call is abnout your computer service which has gone expired and that's why your account has been charged 400 so you want to cancel it or you want to renew that uh no i want to cancel it okay not okay not at all so if you want to cancel that services and stop the statement what you need to do you need to follow the corporate dismiss so i can help you how to cancel that services and we are going to refund back the money so first of all in order to cancel that you need to fill up this cancellation form on your computer and after that your website so is your computer is on right now i do believe are you in front of your computer
89,nonscam,technical_support_json,technical_support_89,114,34,"Hi, my webcam not working and I have no idea what to do. Good day! I'm here to help. Let's start — when did you first notice webcam not working? Since this morning. It was fine yesterday. I see. As a first step — have you tried unplugging and reconnecting the device? Done that already. No change. Let's go further. Can you check for any pending system updates? My device model is HP Pavilion 15. Hope that helps. Yes, please install the update and restart once complete. Update installed and restarted. It seems to be working now! Perfect. The problem is resolved. Have a great day! Nope, I'm good now. Great support, thank you!"
89,scam,youtube_scambait,157,148,34,thank you for calling cancellation department my name is how can i help you hello i received this email from paypal saying we're glad to serve you as our registered customer we have the premium security services ready for installation and looks like money has come out of my account i'm just calling to see what's going on okay can you confirm me with your invoice number ma'am so i can go ahead and check into my system and help you further sure there's an order id here it's you receive the email today or tomorrow oh yes yesterday oh tomorrow how can i receive an email tomorrow you guys are time travelers i received it today no no okay ma'am so are you nearby your computer right now to cancel it out no do you want me to turn it on yes just turn it on okay
90,nonscam,technical_support_json,technical_support_90,107,7,"Hello, I need urgent help — blue screen of death. Hi! That sounds frustrating. Can you tell me more about when blue screen of death began? It happened after I restarted my computer. Thank you. Can you try clearing the cache and restarting the application? Yes, still happening after the restart. Alright. Let's try running the built-in diagnostic tool. Settings show version 3.1.2. Is that the latest? Perfect. I'll push a driver update remotely — give me a moment. It's working perfectly now. Thank you! Excellent! Glad we got that sorted. Is there anything else I can help with? Nope, I'm good now. Great support, thank you!"
90,scam,youtube_scambait,11,100,7,hi there i received a missed call from this number what is this regarding do you know uh okay can i have your name please that's my full name you have reached the hmrc department right now and i can see here we were trying to call you yesterday right that's right you're talking to officer right now and i'm from hmrc department how are you doing today first of all i thought all my taxes were all in fine i mean i didn't know i have a problem with hmrc no we don't want to talk about the taxes
91,nonscam,technical_support_json,technical_support_91,111,35,"Hi, my software won't install and I have no idea what to do. Thanks for reaching out. I'll help you sort out software won't install. How long has this been happening? It began yesterday morning. I haven't changed anything. Thank you. Can you try clearing the cache and restarting the application? Done that already. No change. Okay. Please navigate to Settings and check the device drivers. I ran the diagnostic and it says 'driver error detected'. Yes, please install the update and restart once complete. I followed the steps and everything is back to normal. Perfect. The problem is resolved. Have a great day! No, that's everything. Thank you so much!"
91,scam,youtube_scambait,80,146,35,thank you for calling support how can i help you hi um i got an email with an invoice for 349 and i'm really really confused why you were confused because i don't even know what mcafee is what is a mcafee mcafee is the charges that has happened to use your account for what yeah so you need to go to your computer so i can help you to go ahead and cancel right now you need to follow the instructions i'm gonna tell you how to do it okay okay i appreciate that now do one thing sir as you are having a windows 10 computer uh do me a favor and try to simply click on that okay like you have to simply click on that screen like uh google chrome you have a google chrome uh yeah yeah we use google chrome
92,nonscam,technical_support_json,technical_support_92,103,12,"Hello, I need urgent help — software won't install. Hello! I'm sorry to hear that. Let's fix this together. When did software won't install start? It happened after I restarted my computer. Got it. Have you tried restarting the device completely? I tried that, didn't work at all. Let's go further. Can you check for any pending system updates? There's a pending update. Should I install it now? That driver error is the culprit. I'll guide you to reinstall it now. The driver reinstalled fine. Issue is gone! Great news! Feel free to reach out if the issue returns. Nothing else, thanks again!"
92,scam,youtube_scambait,25,91,12,we have found some suspicious activity in your amazon account that someone has tried to order an iphone 11 so that's why we called you do you know about that uh one minute let me confirm your phone number your phone number is okay so this is just a confirmation call and we have found that you haven't uh placed the order right yes that's correct i haven't do we have do we have any computer or laptops so that we can be able to send you an online cancellation form
93,nonscam,technical_support_json,technical_support_93,121,35,"I need support. Blue screen of death and it's causing me a lot of stress. Hi! That sounds frustrating. Can you tell me more about when blue screen of death began? About a week ago. I thought it would fix itself but it didn't. Understood. First, let's try a full shutdown and restart. Did that help? I tried that, didn't work at all. Let me check from my end. Can you provide your device model? My device model is HP Pavilion 15. Hope that helps. Yes, please install the update and restart once complete. I followed the steps and everything is back to normal. Great news! Feel free to reach out if the issue returns. All good! Really appreciate your help."
93,scam,youtube_scambait,89,156,35,thank you for calling amazon thank you for calling paypal support my name is how can i help you today i am looking at what appears to be a paypal purchase and it has your phone number on it this is paypal nobody to answer him why did you answer amazon if its paypal no no it's the amazon shopping like i was asking this amazon shopping i was talking with somebody i'm so sorry but you're talking to me that's okay someone is hacked your paypal account is linked with your ip address someone is doing some fraud activity with your paypal so i'm being charged 600 and right but you no need to worry ma'am i'm here to help you i will guide you step by step how you can cancel that charges and how you can protect your paypal account after that we can cancel all the order one by one those hackers
94,nonscam,technical_support_json,technical_support_94,105,21,"Hello, I need urgent help — Bluetooth not pairing. Hello! I'm sorry to hear that. Let's fix this together. When did Bluetooth not pairing start? Since this morning. It was fine yesterday. Got it. Have you tried restarting the device completely? I tried that, didn't work at all. Let's go further. Can you check for any pending system updates? I ran the diagnostic and it says 'driver error detected'. Perfect. I'll push a driver update remotely — give me a moment. Fixed! I can't believe it was that simple. Perfect. The problem is resolved. Have a great day! No, that's everything. Thank you so much!"
94,scam,youtube_scambait,116,84,21,dear hi ma'am this is i'm one of the senior officer from norton how from amazon now let me tell you what happened we can see that you did not place this order right yes using alpemix mix is due to the transmission below and by using alpemix you are deemed to accept the terms all or some of these terms may be changed wholly yes ma'am or partially without a prior warning yeah what are the options oh there's more it says royalties
95,nonscam,technical_support_json,technical_support_95,104,4,"Hi, my software won't install and I have no idea what to do. Hi! That sounds frustrating. Can you tell me more about when software won't install began? Since this morning. It was fine yesterday. Thank you. Can you try clearing the cache and restarting the application? Multiple restarts — still the same issue. Let's go further. Can you check for any pending system updates? There's a pending update. Should I install it now? That version is outdated. Let me send you the update link. It's working perfectly now. Thank you! Perfect. The problem is resolved. Have a great day! Nothing else, thanks again!"
95,scam,youtube_scambait,158,100,4,hello and thank you for calling support you're talking to how can i help you hi i had a missed call from this number i'm just returning the call now yeah i guess you were trying to reach out paypal support we missed your call that is correct yes so i'm wondering why i'm losing money i don't recall having any subscription all right no worries i'll check that out for you for a quick verification could you help me with your email address that you have with paypal yeah so it's uh all right thank you bear with me
