pair_id,topic,id,label,source,text
p001,unrecognised_order_query,leg000,nonscam,authored_counterpart,[Greetings] yes i ve have an email here about a laptop i didn t order can you assistance with that yes of course have you have the order contact number on that email yes it s [contact number] right let me pull that up okay so i can see it here that was placed on the fifteenth and it s going to the address we ve have on file ending in [contact number] does that sound like yours uh no that s not my address right okay so this one isn t yours then what i ll do is cancel it from this complete and put a note on the account you don t need to do anything else and if a charge does show up ring the contact number on the back of your card and they ll reverse it
p036,work_computer_locked,leg036,nonscam,authored_counterpart,thank you for your ring speaking with how can we assistance you hello i was simply trying to watch something on my computer and it s telling me it s locked alright and is this your personal computer or a work one it s a work computer right in that case the lock will be your company s own security policy uh so what do i do the best thing is to contact your it department directly they ll have the unlock code i can t unlock a machine i don t manage and i wouldn t want you giving me access to a work device anyway
p076,blocked_message_reassurance,s_76,scam,youtube_asr,thank you for reaching tech support this is how may i help you today hi um i have a message on my screen that says my access to the computer s blockfor security reasons it s all right you don t need to worry about that [Title] well it says my facebook login and my banking has been data is at risk so i am worried it seems like there is a bridge on your network which means it s an attempt of hacking with a second place when you click on an unknown website all right they can just it wasn t unknown it was on facebook it was on
p058,purchase_confirmation,s_58,scam,youtube_asr,thank you for calling [Company] this is how may i help you hello um i was talking to or or something yeah [Title] there is a purchase for iphone on your [Company] account okay so have you made this purchase or not because this is just a very efficient call so have you made this purchase or not uh no can i please speak to because he locked my computer sorry [Title] can i please talk to him because he locked my computer
p029,appointment_reminder,s_29,scam,youtube_asr,you have to press 1 to get connected to the [Title] of [Company] if in case you don t press 1 and your call is not connected to us then the warrant will be issued under your name straight away and you will get arrested shortly
p054,refund_department_query,leg054,nonscam,authored_counterpart,yes thanks for calling the [Company] refund team this is how are you doing this day hi i had a voicemail saying i was going to receive charged for something can you assistance me with that uh sure could i take the account email yes it s thanks one moment right so that note was about the annual renewal coming up on [contact number] uh so am i being charged only if you leave it running you can turn the renewal off in your account settings under billing i m not able to take payment over the telephone anyway
p094,laptop_order_invoice,s_94,scam,youtube_asr,yes um i got an email and had an invoice attached to it it s telling me that i have something on order a dell inspiron laptop and it was [Number] and i m not quite sure i m understanding why i m getting this do you do not have an [Company] account i have an [Company] account so obviously maybe some issue happen while you receive this email can i have your first and last name [Title] so that i can check the details for you yes my first name is last name is i ll just go ahead and check that that why you received this email if you didn t use this okay hold the line for a minute i ll be back don t mind my silence okay t
p084,popup_from_social_media,s_84,scam,youtube_asr,thank you for calling support how can i help hi i m having a weird issue with my computer i was in my facebook and a pop up popped up and said i had to call you because my computer has been blocked okay [Title] because when you were on facebook over there you clicked on infected link or any ad that s why trojans infections they transferred in your computer okay so what do i do so now i so now i have to give you instructions which you have to follow so that i can able to find out what exactly happened wrong in your computer and tell you how we re gonna fix it and how much
p026,account_details_update,s_26,scam,youtube_asr,[Greetings] oh a very good day to you [Title] this is thank you for getting connected with [Company] how can i help you well i don t think i have anything to do with [Company] well actually [Title] the thing is that uh yes india we have we have received some notification uh we re checking our system that someone else is using your number and your personal details do you know who is
p072,missed_callback,leg072,nonscam,authored_counterpart,thank you for calling [Company] my name is how can i assistance you hello i called earlier and someone was going to ring me back i m not sure if they did my name is uh let me find the note one moment right yeah i can see it here the callback was logged for this afternoon so you ve have in first uh could you assistance me instead yeah i can the note says it was about the billing date so let s do that at the moment
p098,scheduled_technician_call,leg098,nonscam,authored_counterpart,[Greetings] is this uh yes [Title] this is calling about the appointment you booked are you at home okay so can you receive in front of your computer if you could yes let me receive over there okay [Title] and is this the same computer we discussed on the last ring yes it is right so what i d like is for you to open the settings menu yourself and read out the version contact number at the bottom i m not going to connect to the machine at any point
p078,blocked_message_with_sound,s_78,scam,youtube_asr,thank you for calling technical support here speaking with how can i help you today hi i have a message on my screen that says my computer s been blocked for security reasons and for safety no problem [Title] i will surely help you okay let me go ahead and guide you some of the troubleshooting steps which you have to follow so i can go ahead and connect your network to our server so i could diagnose the problem and i will let you know why you are getting such kind of alert on the computer look at on the computer keyboard on the left hand side bottom corner of your keyboard do you see there is a control key you want the serial on the left hand side do you want the serial number or
p065,security_awareness_call,leg065,nonscam,authored_counterpart,so [Title] my name is and i m from the security team at [Company] how are you doing this day good so i m ringing round customers who had a login from an unfamiliar location uh what does that mean it means someone signed in from a place we haven t seen before on your account uh was it me possibly if you travelled or used a vpn recently uh no i haven t in that case alter the password from your own device the sign in history is on the security page so you can see it yourself
p030,laptop_error_screen,leg030,nonscam,authored_counterpart,thanks for calling the support centre how may i assistance you yes i seem to have a problem on my laptop because there s like an error screen which i can t receive rid of and it says to ring this contact number okay uh what does the note actually say on the screen it says [Product] warning alert right that s not one of ours i m afraid those pop ups are fake and the contact number on them isn t us what i d do is close the browser completely and restart the machine you don t need to ring anyone or install anything
p028,tax_office_return_call,leg028,nonscam,authored_counterpart,thank you for calling [Company] yeah i received a telephone ring earlier i was told to ring back can i take the reference from the letter yeah this is [contact number] thank you one moment uh right i can see it here we were following up because a form was submitted without a signature that s all it is oh is that all yeah you can sign it in your online account or post the paper copy back the address is on the letter and there s no deadline pressure on this one take your time
p012,missed_call_followup,leg011,nonscam,authored_counterpart,[Greetings] i received a missed ring from this contact number what is this regarding do you know uh okay let me have a check you have reached the [Company] department and i can see here we were trying to reach you the previous day about the form you submitted right that s right you re speaking to [Title] and i m from the [Company] department how are you doing this day first of all i thought everything was submitted correctly no there s nothing wrong it s simply that one field was left blank you can fill it in through the online account whenever suits there s no deadline on it and nothing to make the payment
p004,online_order_confirmation,leg003,nonscam,authored_counterpart,[Greetings] this is from [Company] customer service we are calling about a recent order contact number [contact number] for a [Product] on your account which is billed to the card ending [contact number] the amount charged is [contact number] we simply wanted to confirm the delivery slot with you as the original one has changed uh yeah that s my order right so we can do [contact number] or the day after which suits you better the second one is fine that s no issue at all we ve moved it you ll receive an email confirming it and there s nothing else you need to do
p005,vehicle_service_reminder,s_4,scam,youtube_asr,this is calling with the vehicle service department we are calling about your vehicle s manufacturer s warranty we sent you several notices in the mail that you have yet to extend your warranty past the factory cutoff and this is a courtesy call to renew your warranty before we close the file if you are interested in renewing your auto warranty now please press five now or press 9 to be removed from our list
p055,charge_message_query,s_55,scam,youtube_asr,thank you for calling [Company] my name is how can i help you uh yes i um had some kind of message that i was getting charged but i don t even use [Company] what kind of message you have in your phone could you please try to explain us i am using my roommate phone now so i can t read it to you right now i m sorry my phones [Title] if you cannot read it me then how can i help you with that well don t you work for [Company] [Title] i am from [Company] but without having any confirmation from your end how can i check
p076,blocked_message_reassurance,leg076,nonscam,authored_counterpart,thanks for reaching tech support this is how may i assistance you this day hi um i have a note on my screen saying my access has been blocked for security reasons it s all right that one goes round a lot uh is it real no it isn t a website is showing you a picture designed to check like a warning uh should i make the payment for something no there s nothing to buy and no contact number to ring on it press escape then close the browser
p012,missed_call_followup,s_11,scam,youtube_asr,[Greetings] i received a missed call from this number what is this regarding do you know uh okay can i have your name please that s my full name you have reached the [Company] department right now and i can see here we were trying to call you yesterday right that s right you re talking to [Title] right now and i m from [Company] department how are you doing today first of all i thought all my taxes were all in fine i mean i didn t know i have a problem with [Company] no we don t want to talk about the taxes
p070,call_transferred_complaint,leg070,nonscam,authored_counterpart,thank you for calling support my name is how can i assistance uh yeah the last person hung up on me i have an email about a purchase i didn t make sorry about that the line drops sometimes when calls are moved between teams uh can we simply sort it out yeah let me take the order reference from the email it s [contact number] thank you one moment right i can see it that order has already been cancelled by our fraud team so nothing has been taken from your card
p087,cancel_recurring_charge,leg087,nonscam,authored_counterpart,thanks for calling [Company] this is how can i assistance you i m being charged [contact number] and I'd like to cancel uh certainly could i take the account email yes it s thanks that s brought it up so this is the yearly renewal from [contact number] would you like it cancelled from the next billing date yes if you could done and the current period runs to [contact number] so you keep access until then uh do i receive anything back the part you ve already used isn t refundable but nothing further will be taken
p014,subscription_renewal_query,s_13,scam,youtube_asr,[Greetings] dear customer this is call from [Company] prime support to let you know that your request of [Company] prime subscription for one year will going to proceed and you have been successfully charged of 79 99 from your account if you want to cancel and want a refund please press one to talk with our representative or simply hang up to continue thank you thank you for getting connected with [Company] prime support how may i help you uh i just got a recorded message saying that uh i got a 79 pounds um subscription for [Company] but i don t remember doing that
p095,cancellation_department,s_95,scam,youtube_asr,thanks for get connected to the cancellation department this is how are you doing today hi well i have an email invoiced in this morning i m being charged [Number] and i m not sure i understand why that says on thank you for choosing [Company] protection plan um you find the related invoice sympathetically against the contributions for the auto reclamation code quantity [Company] total security and where did you get this email in your computer or in your cell phone and i got it on i got it on my email just too long for a moment let me check it in my system and you did not authorize for this subscription right now of course not i don t even know what at [Company] total protection is well let me tell you about [Company] is a utility software for the computer protection okay it s like [Company]
p018,bank_verification_callback,leg018,nonscam,authored_counterpart,[Greetings] this is [Company] returning your ring you rang about a payment you didn t recognise yeah that s right alright so i simply need to confirm i m speaking to the right person could you give me the first line of your address yeah it s thank you that s a match right so the payment you queried was [contact number] on [contact number] uh yeah that s the one right that one has been confirmed as a card payment made in store on that date does that sound familiar oh actually yeah it does i d forgotten right that s all it is then i ll close the query
p029,appointment_reminder,leg029,nonscam,authored_counterpart,you can press 1 to hear this note again or stay on the line to speak to someone this is a reminder about your appointment on [contact number] at the office on [Company] road if the time no longer suits you can alter it in your online account or ring us back on the contact number on your letter there is nothing to make the payment and nothing you need to bring apart from photo identification thanks
p032,security_software_query,s_32,scam,youtube_asr,thank you for calling reimage support please wait for the next available [Title] hi thank you for calling reimage my name is how can i help you today hi yeah i think i ve got a problem with my computer it was it was talking about a virus first and i downloaded re image and it seems to have identified some things and i m not sure what it means if you can help okay okay if i got it correctly you are saying that you have virus in your computer is that right [Title] well i saw a message about a virus and i was prompted to download reimage and it did a scan and it s detected some stability issues is that something you can help with
p036,work_computer_locked,s_36,scam,youtube_asr,thanks for your call speaking with can we help you hi i was just trying to watch movies in my computer and it s telling me it s locked and i have to call security okay and what were you trying to do on this computer i m watching movies is this your personal computer or it s a family computer its a work computer it s a work computer okay so do you have any it guy sorry do you have any it guy in your work in your office no my home no i brought my work laptop home
p095,cancellation_department,leg095,nonscam,authored_counterpart,thank you for getting connected to the cancellations team this is how are you doing this day hello well i had an invoice this morning and i m being charged [contact number] and i m not sure why uh let s look at could i take the email on the account yeah thank you understood so this is the renewal that was set up when you first joined would you like me to stop it renewing yeah if you could that s done at the moment the current term ends on [contact number] and nothing goes out after that
p004,online_order_confirmation,s_3,scam,youtube_asr,[Greetings] this is from [Company] customer service we have seen a recent order number amz [Number] of iphone 11 pro on your account which is billed on your card attached to your [Company] account the amount charged in [Number] we noticed some suspicious activity on your account so we have put in hold to this transaction please press one now and to report please press two thank you
p015,billing_dispute,s_14,scam,youtube_asr,[Greetings] dear customer your internet is getting disconnected within four hours due to router malfunctioning please get in touch with technical department for a replacement router and reconnection of internet please press one to speak to your internet service provider thank you thank you for getting connected with the internet department you are speaking to how are you doing today sorry you you
p082,warning_alert_page,leg082,nonscam,authored_counterpart,thanks for calling support how can i assistance you this day okay so i ve have a [Company] warning alert saying system access has been blocked for security reasons uh yes I'm aware the one it goes round in waves is my computer at risk no it isn t the page can t do anything to your machine it s simply showing you text uh it looks very convincing they re designed to close the window and clear your browsing history for that site and it won t come back
