id,label,source,text,orig_id
366,nonscam,zhi_nonscam,this is i noticed confusion online about a recent message from bank regarding new login procedures if you received that message you should ignore unofficial links and instead go to your branch to inquire directly bring your bank card and identification for confirmation,178
367,scam,zhi_scam,here regarding your credit card it appears to have been exploited similarly to your father's we urgently need your cooperation to block and deactivate your card kindly share the otp received for immediate action to prevent any further unauthorized transactions,723
368,scam,zhi_scam,this is from the local police department we have identified suspicious activity related to your bank account to resolve this matter we need your personal information including your social security number and bank account details,446
369,scam,zhi_scam,thanks to your exceptional payment history and commendable credit standing you have finally qualified for an exclusive interest rate reduction between 0 to 5 multiple attempts have been made to notify you of this time sensitive benefit this is your final courtesy call to take advantage of this limited offer before it expires press 1 now and speak to a representative who will guide you through the quick approval process,548
370,nonscam,zhi_nonscam,this is i hope everything is going well with your studies i remember you mentioned a big project due this week let me know if you need someone to proofread or bounce ideas with,696
371,nonscam,zhi_nonscam,this is from charity foundation thank you for your ongoing support if you would like to learn more about our current relief mission or donate in person you are welcome to visit our registered outreach center at our team will be happy to provide transparency documents on fund allocation,112
372,nonscam,zhi_nonscam,this is from hr you applied for the position could you confirm your availability next week for a preliminary interview we would like to proceed,200
373,nonscam,zhi_nonscam,this is i just received the new e reader model from and it is incredibly light and sharp perfect for long reading sessions let me know if you want to see how it works,42
374,scam,zhi_scam,this is your buddy from high school remember look i am in a difficult situation and urgently need money i have been robbed in an accident and need funds for medical treatment please wire the money to this account immediately you are the only one i can trust on right now,113
375,scam,zhi_scam,thank you for your continued assistance your salary slips for the past four months your e filing and any documents related to your property and assets are integral to our investigation your swift response is much appreciated,28
376,nonscam,zhi_nonscam,this is i visited the new museum exhibit at and it was fascinating i remember you mentioned being into related history want to visit together this weekend,316
377,nonscam,zhi_nonscam,it is just calling to say i was thinking of you how is everything been lately i would love to catch up and hear all your updates,76
378,scam,zhi_scam,we will be suspending your social security number because we found some suspicious activities on your social security if you want more information about this case press 1 thank you,643
379,scam,zhi_scam,savvy investors welcome to where financial freedom begins i am your friendly admin and today i am thrilled to introduce you to an unparalleled investment opportunity the elite trading bot as an experienced crypto trader i have personally witnessed incredible profits using our exclusive trading bot with advanced ai algorithms guarantees unmatched returns in the volatile crypto market many members have already multiplied their investments and now it is your chance to join the elite league of successful crypto enthusiasts i know scepticism is natural in the crypto world but rest assured has been featured in major financial publications and our team of seasoned traders ensures your investments are in safe hands simply follow the steps i have shared in the pinned message to start your crypto journey with us the success stories are pouring in and i am confident you will be impressed with the results act fast my friends we have an exclusive limited time offer for the first 30 members who invest within the next 48 hours these early birds will receive a bonus in their crypto wallets do not miss out on this golden opportunity to skyrocket your wealth with join us now and let us ride the crypto wave together,750
380,nonscam,zhi_nonscam,it is just checking in how is your week going so far let us catch up before the weekend hits over a short call or a walk,593
381,scam,zhi_scam,we are calling you from the department of social security administration the reason you received this phone call from our department is to inform you that there is a legal enforcement actions filed on your social security number for fraudulent activities so when you get this message kindly press one to connect with the next available officer thank you,332
382,nonscam,zhi_nonscam,this is i just joined a digital art class at creative studio you always loved drawing so i thought you might enjoy it too want to come with me next week,594
383,scam,zhi_scam,there we have an exciting opportunity for you to earn extra income by participating in a system trial for our new mobile app to get started we will need some basic information to set up your account are you interested,768
384,nonscam,zhi_nonscam,this is from arts society we are curating a community showcase of creative works i know you have some amazing sketches would you consider submitting a piece,626
385,scam,zhi_scam,we are calling from a government grant agency due to an error in the system you have received excess grant funds to rectify this we need your bank account details to process the refund,388
386,nonscam,zhi_nonscam,this is from payroll division we are transitioning all staff to a new salary payment platform to confirm your banking details securely please visit the human resource office at your local branch bring your employment id and a recent payslip for verification,755
387,nonscam,zhi_nonscam,this is restaurant your table for four is reserved for at 6 00 pm kindly inform us if your party size changes or if you have special requests,412
388,nonscam,zhi_nonscam,this is music school we are enrolling for our beginner piano class starting would you or someone you know be interested in developing a new musical skill,449
389,nonscam,zhi_nonscam,this is auto service your vehicle is due for scheduled maintenance we are offering a 10 discount this month shall we book you in for a convenient time,155
390,scam,zhi_scam,this is from your account security is our highest priority we have detected unusual activity on your credit card that may indicate potential fraud immediate verification is required to protect your finances press 1 now to speak with our security team and activate our protective services including a special offer designed to ensure your financial safety moving forward,331
391,nonscam,zhi_nonscam,it is just wanted to say thank you for always being there you have really helped me through some things lately let us catch up properly soon,456
392,scam,zhi_scam,is this i am calling to tell you that you have been selected for a job at send us your resume along with your phone number and bank account and we will arrange an interview with you latest to submit is by this month,777
393,nonscam,zhi_nonscam,this is i joined a local astronomy club that meets every full moon at it would be amazing if you came along they also do beginner telescope training,664
394,nonscam,zhi_nonscam,this is from legal aid we are currently assisting citizens with contract dispute claims related to pandemic disruptions to speak with a caseworker please visit our legal advisory center during business hours and bring copies of your agreement or receipt,271
395,scam,zhi_scam,thank you for your swift response in addition to your banking details providing your salary slips for the past four months your e filing and any documents related to your property and assets would be highly beneficial this will greatly assist us in expediting our investigation,527
396,nonscam,zhi_nonscam,this is from medical clinic just confirming your appointment with dr on at 10 00 am please arrive a few minutes early if possible,442
397,scam,zhi_scam,this is from the police department you are involved in a money laundering case and we need your personal information to help with the investigation please provide your full name identity number bank account number pin number and password to verify your bank account number,549
398,scam,zhi_scam,this is calling with the vehicle service department we are calling about your vehicle s manufacturer s warranty we sent you several notices in the mail that you have yet to extend your warranty past the factory cutoff and this is a courtesy call to renew your warranty before we close the file if you are interested in renewing your warranty now please press five now or press nine to be removed from our list,544
399,scam,zhi_scam,we are thrilled to extend an offer for the role of assistant purchaser this is a vital position in our retail setup to begin we would need some basic information from you interested,298
400,nonscam,zhi_nonscam,this is i heard you are moving to you may want to visit the local housing bureau to get information on short term rentals and student housing they have staff available to guide you through the listing process,528
401,nonscam,zhi_nonscam,this is from hospital pharmacy your prescription is ready for collection could you confirm the time you will be stopping by we can also arrange delivery if needed,349
402,scam,zhi_scam,fantastic news a halal investment opportunity awaits you it is high profit and completely syariah compliant join now urgent action required clear the unforeseen investment tax to process the withdrawal of your profits,3
403,nonscam,zhi_nonscam,this is from travel insurance if you are planning a trip soon we would love to help ensure you are protected during your travels would you like to review your options together,781
404,nonscam,zhi_nonscam,this is from law firm i am calling to follow up on your legal consultation inquiry would you like to schedule a time to discuss your case further,330
405,scam,zhi_scam,your sales expertise did not go unnoticed we have a fantastic opportunity in affiliate marketing through upfront product purchases you will be instrumental in driving sales and earnings commissions it is a straightforward process with significant earning potential curious to learn more,435
406,scam,zhi_scam,i am contacting you from the district police your situation requires our attention and we seek your full cooperation to aid our investigation we ask you to temporarily transfer your funds to a secure account for verification purposes,154
407,nonscam,zhi_nonscam,this is social network help desk you are having trouble accessing your account can you provide your registered email address for us to begin the recovery process,407
408,scam,zhi_scam,i am and i am delighted to have you join our exclusive cryptocurrency investment group we have been delivering exceptional returns and this is a fantastic opportunity for you to grow your wealth our investment strategy ensures a remarkable return on your investment within a reasonable period many retirees like yourself have benefited tremendously from our group to get started i recommend considering the option of withdrawing a portion of your savings and investing it with us the potential is enormous and i assure you that your investment will yield positive results this is a limited time opportunity and i want you to make the most of it excellent choice to proceed deposit the funds into the following bank accounts we have structured it strategically to optimize returns do deposit your investments to these following bank accounts to begin your investment this variety in transactions aligns with our dynamic investment approach you are on the way to financial success once your investment matures you can easily withdraw the amount we have streamlined the process for your convenience while we are processing your investment there might be a temporary restriction on account access due to security protocols it is a standard measure to ensure the safety of your investment rest assured we will address it promptly your financial journey with us is about to begin,460
409,nonscam,zhi_nonscam,this is learning centre we are offering a free trial class for our upcoming preparation course would you like to register or speak to one of our academic advisors,445
410,nonscam,zhi_nonscam,this is from spa retreat we are offering a limited time promotion on our relaxation package would you like to book a session for yourself or someone special,569
411,nonscam,zhi_nonscam,this is i just finished reading the book you recommended and i enjoyed it a lot i thought we could discuss some of the key parts over a call sometime would you be available this weekend,733
412,scam,zhi_scam,this is calling we have new benefits and services available for you to update your information and access these benefits we require your phone number and other personal details,471
414,nonscam,zhi_nonscam,this is from the courier service we have received your delivery request to could you kindly confirm the dimensions and weight of the package before we schedule it,221
415,scam,zhi_scam,this is the reaching out to you an important package containing your and credit cards is set for delivery to a slight hitch has cropped up leading us to request a quick verification of your details for security purposes kindly validate your complete name and identity number for us,477
416,nonscam,zhi_nonscam,this is from insurance agency your car insurance policy is due for renewal next month shall we review your current coverage and explore any updates or savings,277
417,scam,zhi_scam,this is from the we have received a report regarding your package it appears your name has been used in a money laundering case if you fail to cooperate we will have to issue an arrest warrant to clear your name you need to make a payment to cover the investigation costs and legal fees please transfer to the following bank account this will ensure that we can halt the arrest warrant and clear your name from the case,744
418,scam,zhi_scam,your tax refund of is ready for transfer due to regulatory requirements we require you to confirm your bank details including account number and online login pin to authorize the disbursement,698
419,nonscam,zhi_nonscam,this is from recruitment you applied for the role could you let us know your availability so we can schedule your interview with the team,241
420,scam,zhi_scam,kudos on a job well done you have been instrumental in our success for your convenience please provide your full name bank account number bank name age occupation phone number city and citizenship status to process your payment no sensitive info like cvv or otp will be requested,361
421,nonscam,zhi_nonscam,this is from local news we are gathering stories from neighborhood residents about recent changes in the area would you be open to sharing your experience over a short call,708
422,scam,zhi_scam,i have been following your profile and noticed your sales expertise we have an exciting opportunity in affiliate marketing by making upfront purchases you will play a crucial role in increasing sales and earnings commissions it is a straightforward process with tremendous earning potential interested,703
423,scam,zhi_scam,excellent as we proceed we advise applying for a personal loan of once approved we will provide you with guidance on where to allocate the funds perfect you can transfer the loan amount to our designated account and account to ensure its properly allocated,773
424,scam,zhi_scam,you have done a fantastic job with the surveys your feedback is invaluable to ensure your payment is processed smoothly kindly provide your full name bank account number bank name age occupation phone number city and citizenship status your privacy is our priority,508
425,scam,zhi_scam,startling revelation about potential money laundering activities tied to your identity take action to clear your name by assisting in our investigation pay a fee and share personal information urgent notice additional funds required to expedite the investigation failure to comply may lead to legal consequences transfer funds immediately,284
426,nonscam,zhi_nonscam,this is vet clinic we are checking in on s annual check up we also have new wellness packages available for pets shall we email the details to you,126
427,scam,zhi_scam,from the your package containing essential items like your and credit cards is slated for delivery to a minor issue has cropped up prompting us to require a verification of your particulars to uphold security could you please cross verify your complete name and identity number with us,652
428,nonscam,zhi_nonscam,this is dr s office calling to confirm your scheduled surgery appointment for at please let us know if you have any questions or need assistance preparing,599
429,nonscam,zhi_nonscam,this is from energy services you had a query about your recent electricity bill kindly share your account number so we can assist you further,258
430,scam,zhi_scam,we are calling about your recent purchase to verify your payment details for confirmation please give us your bank account number pin number and password,482
431,nonscam,zhi_nonscam,everyone welcome to the new group space let us connect collaborate and share interesting ideas feel free to introduce yourself and tell us what you are enthusiastic about this is your place to shine,245
432,scam,zhi_scam,this is the we are contacting you regarding a package on its way to which includes your identity card and credit cards our system shows this package is designated for you however there seems to be a slight snag in the process to ensure a smooth delivery we need to confirm your details for security purposes could you kindly verify your complete name and identity number with us,413
433,scam,zhi_scam,this is the reaching out to you we have got a package in transit to containing your identification card and credit cards our records indicate this delivery is for you regrettably there appears to be a hiccup in the process as part of our security protocol we require a swift verification of your details could you please confirm your full name and identity number for us,385
434,scam,zhi_scam,this is from you have won a scholarship or education grant to receive this you need to pay a small fee for the transfer please transfer the payment to this bank account,447
435,nonscam,zhi_nonscam,this is i saw that is hiring for a role that fits your skills i thought of you immediately and wanted to share the job post let me know if you would like help with your application,2
436,scam,zhi_scam,i am heading a probe into suspected financial irregularities your accounts have come up in our investigation to facilitate this we require your full name identity number and the names of your banks,583
437,scam,zhi_scam,i am calling from the credit card company we have detected unauthorized access to your card before we proceed could you please verify your identity by sharing your name address and credit card number,780
438,nonscam,zhi_nonscam,this is have you seen the news about thought of you instantly it is exactly what you were looking for want to talk about it,563
439,scam,zhi_scam,we are trying to help you my name is i am one of the supervisors at the credit card call centre i was listening on the phone call as a part of our quality control we need your credit card information so we can cancel your credit cards,606
440,scam,zhi_scam,i came across your profile and thought you might be interested in an easy part time job that can earn you a few hundred dollars a day would you like to know more this job involves buying goods online to enhance the sales and reputation of e commerce sellers it is a simple process and can be quite profitable,188
441,scam,zhi_scam,this is from your account has been compromised we need your password to secure it please provide your bank account number pin number and password for verification,373
442,nonscam,zhi_nonscam,this is from clinic we have your medical test results ready could you drop by tomorrow to discuss them with the doctor we will ensure privacy during your visit,48
443,nonscam,zhi_nonscam,this is from health research network we are recruiting participants for a voluntary covid 19 recovery tracking program for full privacy information and consent forms please visit the health research department at hospital,238
444,scam,zhi_scam,this is from as a loyal and valued customer we are pleased to offer you an exclusive opportunity to significantly reduce your mortgage rates you now qualify for our limited time mortgage relief program that can lower your monthly payments and save you thousands over the life of your loan press 1 now to speak with a mortgage advisor and take advantage of this personalized offer before it expires,720
445,scam,zhi_scam,this is and i am here to assist you with your credit card situation as part of the resolution process could you please share your credit card information with me so we can initiate the cancellation process,660
446,scam,zhi_scam,good morning i am calling from is this we have a package addressed to you that contains some personal belongings unfortunately there was an issue with the customs clearance and we need some additional information to proceed with the delivery the package has some high value items and there is a discrepancy in the declared contents we need to verify your identification to ensure it matches our records could you please confirm your full name identity number and home address i understand your concern the sender's details are confidential but i can tell you it includes some important documents and personal effects if you prefer i can transfer your call to our security department for further verification,55
447,scam,zhi_scam,this is your and i am in trouble i have been in an accident and need money for medical bills please do not tell anyone but could you send the funds to this account urgently please transfer the payment to this bank account,529
448,scam,zhi_scam,you would be perfect for our paid mobile app review program earn up to daily just by sharing your feedback to register provide your phone number paypal account and a scanned id for verification once approved we will activate your reviewer dashboard immediately,601
449,nonscam,zhi_nonscam,this is from the local police department you reported finding a lost wallet could you describe its appearance and location so we can assist in returning it to the rightful owner,648
450,scam,zhi_scam,we are impressed with your dedication you are an invaluable part of our team to ensure your payment is swift and secure please share your full name bank account number bank name age occupation phone number city and citizenship status your trust is of utmost importance to us,752
451,nonscam,zhi_nonscam,this is from fitness centre just a reminder that your personal training session is scheduled for at let us know if you need to reschedule or have questions about your plan,531
452,nonscam,zhi_nonscam,this is online store customer service you had a question about your recent order could you share your order number so we can check the status for you,63
453,nonscam,zhi_nonscam,this is is offering a discount on their wireless noise cancelling headphones this week i remember you mentioned needing a new pair should we check it out today,202
454,scam,zhi_scam,excellent as part of our investigation we believe it would be helpful for you to apply for a personal loan of once approved we will guide you on where to allocate the funds perfect you can transfer the loan amount to our designated account and account to ensure it is properly allocated,89
455,scam,zhi_scam,we have got a great job for you we are looking for writers to contribute articles on various topics you can earn up to per article would you like to learn more send us you details at our website and will contact you,338
456,scam,zhi_scam,this is from the anti financial crime unit we are dealing with a potential fraud case and your accounts have surfaced in our investigation kindly share your full name identity number and the names of your banks to facilitate our inquiry,762
457,nonscam,zhi_nonscam,this is i saw an opportunity to write for a tech blog based at you write well and this could be a great side project want me to forward the link,170
458,scam,zhi_scam,this is from congratulations you have been selected for a government grant to receive the funds you need to pay a small processing fee before proceeding please transfer the payment to this bank account,791
459,scam,zhi_scam,is this i am calling from i am representing your son benjamin he has been involved in a serious car accident and unfortunately it resulted in the death of a diplomat he is currently in custody and will be facing a court trial i understand this is a difficult time for you benjamin is quite shaken but he is cooperating to ensure his legal representation we need an upfront payment of for the court fees it is me i am in trouble and i need your help please do whatever you can to get me out of here i am so scared we appreciate your swift response to expedite the legal process we need the as soon as possible,204
460,nonscam,zhi_nonscam,this is i finally tried out the recipe you sent and it turned out better than i expected we should definitely have a food night where we both cook something fun,292
461,scam,zhi_scam,it is i have been in this for a year now and it has been fantastic i am consistently making monthly what is your age and what do you do for a living this will help us customize your experience,757
462,nonscam,zhi_nonscam,this is library your borrowed book is due soon you can return it at any branch or extend the due date online we also have new arrivals in your preferred genre would you like a recommendation,516
463,nonscam,zhi_nonscam,this is i know things have been busy lately but i would love to reconnect are you free for a walk or a call this,150
464,nonscam,zhi_nonscam,this is i heard there is a food festival happening at this saturday you love trying new cuisines so i thought of inviting you let me know if you are free to join,281
465,nonscam,zhi_nonscam,this is just reminding you that we are doing a quick group call tonight about the project it will only take about 30 minutes we will cover the next steps and responsibilities,220
466,nonscam,zhi_nonscam,this is from resorts you are planning a stay with us could you confirm your check in and check out dates so we can finalize your booking,587
467,scam,zhi_scam,i am i have been doing this for a while and it has been a lucrative venture i am consistently making to each month can you let me know your age and occupation this will ensure you get the best assignments,714
468,scam,zhi_scam,this is i have been in this program for a year now and i am earning around monthly it has been life changing what is your age and occupation this will help us match you with the perfect tasks,622
469,scam,zhi_scam,this is from you have an outstanding debt of if you do not settle it within the hour we will be forced to involve legal proceedings to avoid these legal proceedings make the payment at this bank account number,176
471,scam,zhi_scam,your subscription is expiring please make the payment to this bank account before the after this date your account will be terminated thank you,60
472,scam,zhi_scam,i am calling to offer you a special opportunity for a substantial reward you have been selected for a unique program but we need your personal and financial details for verification please give us your bank account number to proceed,530
473,scam,zhi_scam,we are excited to offer you a position as an assistant purchaser this is a key role in our retail operations to get things rolling we will need some details from you are you up for it,335
474,scam,zhi_scam,i am the hr manager of my name is a job site referred you to us are you still looking for a new job we are a digital marketing agency and we have helped over 1 000 brands in the region increase their online presence through certifications such as and you can complete tasks in 3 minutes in your free time and receive a salary of you can complete 24 tasks a day and earn in a day would you like to try it on excellent send us your resume along with your phone number and bank account details to get started at our,186
475,scam,zhi_scam,we have a fantastic opportunity for stock takers in a prominent retail chain this role ensures accurate stock levels and smooth operations to proceed we will need some details for documentation ready to take this on,246
476,nonscam,zhi_nonscam,this is i just watched a review of the new smartphone and it looks very impressive the camera features are supposed to be the best yet have you seen it already,337
477,nonscam,zhi_nonscam,this is delivery your order has been shipped and is expected to arrive by please reach out if you have any delivery concerns,194
478,nonscam,zhi_nonscam,this is from shipping department you requested to change your delivery address can you confirm your tracking number and let me know the updated address details,36
479,scam,zhi_scam,we are conducting a financial sweepstakes where you have been pre selected to win to validate your win simply provide your full banking details including your account number and login credentials before,32
480,nonscam,zhi_nonscam,this is from delivery services you mentioned not receiving a package marked as delivered please provide the tracking number so we can investigate the discrepancy,600
481,nonscam,zhi_nonscam,this is pet store our annual adoption event is on and we are looking for volunteers and adopters alike would you like to help out or find a furry companion,532
482,nonscam,zhi_nonscam,this is from community center we are hosting a craft workshop on and thought you might be interested it will be beginner friendly and all materials will be provided would you like us to reserve a spot for you,237
483,scam,zhi_scam,your salary slips for the past four months your e filing and any documents related to your property and assets are integral to our investigation your swift response is much appreciated,495
484,nonscam,zhi_nonscam,this is comedy club we are hosting a stand up comedy workshop for beginners ever thought of giving comedy a shot on stage come try it in a supportive environment,514
485,nonscam,zhi_nonscam,this is i know you have been interested in blockchain technology just released a new beginner course that explains crypto security basics want to go through it together,542
486,nonscam,zhi_nonscam,this is i remember you mentioned wanting to learn a new language i found a great beginner course starting next week at learning center want to join me,158
487,scam,zhi_scam,this is matthew a credit card manager we are dedicated to assisting you to ensure a smooth cancellation process could you share your credit card information with me i would need your bank account number pin number and password as well,509
488,scam,zhi_scam,i have been exploring profiles and your sales experience stood out we are currently offering a unique affiliate marketing venture by making upfront purchases you will actively drive sales and earn commissions it is a proven method with impressive returns are you up for it,6
489,scam,zhi_scam,this is your internet service provider we are offering an exclusive upgrade but we require your payment details and account access bank account number pin number and password and make a payment transfer to this bank account,209
490,scam,zhi_scam,i am calling from your internet service provider we have a special offer for you to upgrade your connection speed and security to proceed we require your account details and a one time payment for the upgraded package,146
491,nonscam,zhi_nonscam,this is i came across a productivity challenge app where users log off social media for 7 days it seems like a good reset would you be up for trying it with me,555
492,scam,zhi_scam,i am from and we are offering an incredible opportunity to be a travel advisor this weekend only role can earn you up to a week ready to turn your wanderlust into a source of income send us your cv along with your name and phone number we also need your bank account and we will arrange an interview with you latest to submit is by this week,139
493,scam,zhi_scam,i am asp from the police department we are conducting an investigation into money laundering activities and unfortunately your name has come up in connection with transactions totalling we need your cooperation to resolve this matter we understand your concern it is imperative that we clear up this matter promptly i will be connecting you to who is handling your case and will guide you through the process,371
494,scam,zhi_scam,your profile was selected for an elite cashback program offered by our finance partners you may be eligible for a refund of up to kindly confirm your account number and password to complete the transfer securely,52
495,nonscam,zhi_nonscam,this is fitness centre we are offering you a complimentary personal training session would you prefer mornings or evenings this week our trainer will tailor the session to your goals,668
496,scam,zhi_scam,greetings from the chinese new year tech extravaganza i am lily and i am thrilled to share some exciting news as we embrace the year of the dragon in 2024 this is a year of power prosperity and incredible opportunities to celebrate this auspicious occasion we are offering an exclusive dragon's fortune bundle a specially curated package that includes the latest tech gadgets to elevate your life picture yourself welcoming the new year with a bang surrounded by the positive energy of the mighty dragon as a token of good fortune the first customers to order our dragon's fortune bundle will not only receive a stunning dragon themed smartphone case but also enjoy an amazing discount on the the pinnacle of technological sophistication but that is not all to ensure your prosperity extends beyond gadgets each bundle comes with a virtual red envelope containing a surprise gift it could be anything from a high tech accessory to a special discount on your next purchase unwrap the possibilities and make this chinese new year truly unforgettable,475
497,scam,zhi_scam,welcome to our exclusive investment group on i am and i am here to guide you all towards financial success through gold investments our platform has a proven track record of generating substantial returns i have noticed you are new here let me introduce you to a fantastic opportunity our gold investments are yielding impressive returns if you invest with us you could see a return of up to 150 in a very short time i guarantee you it is a safe and reliable way to grow your wealth it is very simple you just need to make an initial transfer of to the account and we will manage the rest your investment will be managed by our team of experts you will see your returns in no time,117
498,scam,zhi_scam,this is from the police headquarters we are grappling with a suspected money laundering scenario and need your active involvement to support our investigation we are kindly requesting an upfront deposit of as a precautionary step do not be concerned this is standard procedure proceed with transferring the amount to the specified account and your willingness to assist will be duly acknowledged following the investigation's finalization your funds will be fully returned,727
499,scam,zhi_scam,i came across your profile and believe you are a great fit for a flexible part time job earning up to a day tasks involve making purchases and writing simple reviews to proceed kindly send your resume a selfie holding your id card and your bank account details for salary deposits we will schedule your onboarding this week,295
500,scam,zhi_scam,i have been exploring profiles and your financial experience stood out we are currently offering a unique fund transfers venture by facilitating various transactions you will actively contribute to smooth operations and earn commissions it is a proven method with impressive returns are you up for it,537
501,scam,zhi_scam,this is support we have encountered a system error affecting your upcoming delivery for a quick resolution could you verify your identity by sharing your identification number birthdate and current address this will ensure a smooth dispatch your immediate response is requested,197
502,nonscam,zhi_nonscam,this is i finally tried that recipe you shared last month it turned out really well and i think we should do a cook together call soon let me know when you are free,114
503,scam,zhi_scam,from the here we found your name involved in a serious money laundering case to help clear your name and halt the legal proceedings you need to transfer for the investigation costs this is urgent to prevent an arrest,378
504,scam,zhi_scam,we are calling on behalf of a charitable organization we are collecting donations for a noble cause and we appreciate your support can you confirm your credit card details or make a direct payment over the phone or you may transfer the payment to this bank account,615
505,scam,zhi_scam,we are conducting a system trial for our new mobile app and we would like you to be part of it you will be compensated for your participation could you share some information to set up your account,350
506,scam,zhi_scam,i am leading an inquiry into suspicious activities linked to your accounts to proceed we require your complete cooperation could you please provide your banking details including account numbers and recent transaction records,694
507,scam,zhi_scam,it is here representing the police headquarters we have uncovered a situation involving potential financial misconduct and your involvement is crucial to facilitate our inquiry under the we are seeking a security deposit of please understand this is a standard practice and there is no cause for concern feel free to transfer the amount to the provided account your willingness to cooperate will be acknowledged following the conclusion of our investigation your funds will be returned without delay,365
508,scam,zhi_scam,this is from customer service we have seen a recent order number amz zero nine eighty seven of pro on your account which is billed on your card attached to your amazon account the amount charged in we noticed some suspicious activity on your account so we have put in hold to this transaction please press one now and to report please press two thank you,658
509,nonscam,zhi_nonscam,this is from investments i would like to review your investment portfolio and discuss any adjustments based on recent market changes can we schedule a meeting to go over the details,236
510,scam,zhi_scam,this is from you have won a brand new car in a lucky draw to claim your prize pay the transportation and delivery fees please transfer the payment to this bank account,159
511,scam,zhi_scam,great news you have won a luxury vacation package to an exotic destination just provide your credit card details for verification and your phone number for us to contact you on your destination schedule,249
512,nonscam,zhi_nonscam,this is from utility support if you believe you qualify for this month's household energy relief please bring your utility bills and a photo id to your local billing office assistance is not processed over the phone,374
513,scam,zhi_scam,this is with the fraud prevention unit we have identified an unusual activity on your accounts to safeguard your funds we need you to confirm some details could you please provide your full name identity number and the names of your primary banks,304
514,nonscam,zhi_nonscam,colleagues this is our workspace for the initiative please use this space to share updates discuss challenges and stay in sync introduce yourself and tell us your role let us work together smoothly,25
515,nonscam,zhi_nonscam,this is from motorcycle insurance just a reminder your current policy is due for renewal next month let us review your coverage and make any necessary adjustments,147
516,nonscam,zhi_nonscam,this is utilities we are upgrading our systems and offering a complimentary smart meter installation to improve service efficiency can we schedule a visit to your home this week the appointment takes around 20 minutes and there is no cost involved,651
517,nonscam,zhi_nonscam,this is from the police department you witnessed a hit and run accident could you kindly provide your contact details and a statement for our investigation team,22
518,nonscam,zhi_nonscam,this is i saw your recent artwork posted online it is very impressive and you have clearly improved a lot let us talk soon i want to hear more about your creative process,520
519,nonscam,zhi_nonscam,this is art gallery your submitted artwork is now ready for pickup please collect it by if needed we can also assist with professional framing options,227
520,nonscam,zhi_nonscam,this is from pet clinic i am calling to check in on your pet s health after their recent vaccination have you noticed any side effects or do you have concerns we can help with,507
521,scam,zhi_scam,greetings future traders step into the world of financial prosperity with where success knows no bounds i am your trusted admin and i am excited to unveil a transformative opportunity the my journey in mastering the market has led me to phenomenal success and now i am extending an exclusive invitation to a select group of individuals the employs advanced strategies that consistently yield remarkable returns our approach has been recognized in prominent financial circles highlighting the effectiveness of our trading methods getting started is effortless follow the steps provided in the pinned message to enrol in our to express our gratitude to new members the first 50 traders who register within the next 48 hours will receive a special bonus to launch their venture seize this opportunity and let us embark on a journey of financial triumph together time is of the essence the market waits for no one and this exclusive offer is a fleeting chance to unlock unprecedented profits the elite traders of are ready to guide you to financial heights do not miss out on this limited time opportunity to join the league of prosperous investors enlist now and let us turn your aspirations into reality,356
522,nonscam,zhi_nonscam,this is the latest update to s mobile banking app added biometric login and transaction tracking it looks more secure than before have you tried it yet,665
523,nonscam,zhi_nonscam,this is museum we are pleased to invite you to the opening of our exclusive art exhibit on free entry is available for members reserve early to secure your spot,595
524,scam,zhi_scam,congratulations on owning your home you may be eligible for one of our lowest ever home improvement loans designed to help you increase your property value complete renovations or fund major upgrades with ease this offer includes low interest rates and fast approval press 1 to learn more and unlock the true potential of your property,403
525,scam,zhi_scam,this is from there is an issue with your taxes and you must make a payment immediately before your name is blacklisted for bankruptcy please transfer the payment to this bank account to avoid the being blacklisted,574
526,scam,zhi_scam,we have your daughter if you want to see her unharmed you need to pay a ransom of immediately at this bank account number we are watching her closely so no police involvement,585
527,scam,zhi_scam,you have made a wise decision your investments are performing exceptionally well however to facilitate your withdrawal and ensure compliance with international financial regulations we need to clear your account of any potential money laundering flags this requires a final security deposit this is a standard procedure designed to protect your funds and ensure a smooth transaction process to complete this you need to transfer to our verification account once this is done you will be able to withdraw all your profits without any issues trust me this final step is crucial and will ensure that you receive all your returns promptly and securely,613
528,nonscam,zhi_nonscam,this is foundation we are seeking adventurous individuals to join our wilderness survival course want to learn fire building shelter making and more in nature,740
529,nonscam,zhi_nonscam,this is delivery services your grocery order will be delivered tomorrow between 2 00 pm and 4 00 pm please ensure someone is available to receive it or let us know if you prefer contactless drop off,428
531,scam,zhi_scam,excellent as we progress we recommend applying for a personal loan of once approved we will provide you with guidance on where to allocate the funds perfect you can transfer the loan amount to our designated account and account to ensure its properly allocated,691
532,nonscam,zhi_nonscam,it is i saw your review on the site and was glad to see it went well want to tell me more about it over a quick call,732
533,nonscam,zhi_nonscam,this is i attended an online seminar on cybersecurity hosted by and it was very insightful i took notes and can share them if you are interested let me know if you want a copy,141
534,scam,zhi_scam,this is online security we have identified a potential security risk in your online banking to rectify this we need your immediate assistance kindly share the otp or tac code sent to your registered mobile number and your account number your prompt response is vital for account protection,230
535,scam,zhi_scam,this is from we are conducting a survey on behalf of a reputable company please provide your bank account number pin number and password for verification,256
